Unnamed: 0,feature,true_positives,true_negatives,false_positives,false_negatives,samples,accuracy,positive_rate,hit_rate,precision,precision_lift,recall,fpr,jaccard,independent_prob,lift_over_independent,lift_over_majority,concept_entropy,classifier_entropy,mutual_information,comment,cochange_true_positives,cochange_true_negatives,cochange_false_positives,cochange_false_negatives,cochange_samples,cochange_accuracy,cochange_positive_rate,cochange_hit_rate,cochange_precision,cochange_precision_lift,cochange_recall,cochange_fpr,cochange_jaccard,cochange_independent_prob,cochange_lift_over_independent,cochange_lift_over_majority,cochange_concept_entropy,cochange_classifier_entropy,cochange_mutual_information,cochange_comment,cond_mean_random_metric,cond_mean_diff_random_metric,monotonicity,line_pearson,removal_removal_probability,removal_true_positives,removal_false_positives,twins_true_positives,twins_true_negatives,twins_false_positives,twins_false_negatives,twins_samples,twins_accuracy,twins_positive_rate,twins_hit_rate,twins_precision,twins_precision_lift,twins_recall,twins_fpr,twins_jaccard,twins_independent_prob,twins_lift_over_independent,twins_lift_over_majority,twins_concept_entropy,twins_classifier_entropy,twins_mutual_information,twins_comment,control_medium_Unnamed: 0,control_medium_true_positives,control_medium_true_negatives,control_medium_false_positives,control_medium_false_negatives,control_medium_samples,control_medium_accuracy,control_medium_positive_rate,control_medium_hit_rate,control_medium_precision,control_medium_precision_lift,control_medium_recall,control_medium_fpr,control_medium_jaccard,control_medium_independent_prob,control_medium_lift_over_independent,control_medium_lift_over_majority,control_medium_concept_entropy,control_medium_classifier_entropy,control_medium_mutual_information,control_medium_comment,control_short_Unnamed: 0,control_short_true_positives,control_short_true_negatives,control_short_false_positives,control_short_false_negatives,control_short_samples,control_short_accuracy,control_short_positive_rate,control_short_hit_rate,control_short_precision,control_short_precision_lift,control_short_recall,control_short_fpr,control_short_jaccard,control_short_independent_prob,control_short_lift_over_independent,control_short_lift_over_majority,control_short_concept_entropy,control_short_classifier_entropy,control_short_mutual_information,control_short_comment,control_long_Unnamed: 0,control_long_true_positives,control_long_true_negatives,control_long_false_positives,control_long_false_negatives,control_long_samples,control_long_accuracy,control_long_positive_rate,control_long_hit_rate,control_long_precision,control_long_precision_lift,control_long_recall,control_long_fpr,control_long_jaccard,control_long_independent_prob,control_long_lift_over_independent,control_long_lift_over_majority,control_long_concept_entropy,control_long_classifier_entropy,control_long_mutual_information,control_long_comment
46,JavadocStyle,2336.0,17874.0,6795.0,6030.0,33035.0,0.61,0.25,0.28,0.26,0.01,0.28,0.28,0.15,0.61,0.0,-0.18,0.82,0.85,0.0,,271,11239,258,10760,22528,0.51,0.49,0.02,0.51,0.05,0.02,0.02,0.02,0.51,0.0,0.0,1.0,0.16,0.0,,50.35713503449786,0.35359333629898515,True,0.6717958353158313,0.020000000000000014,7120,180,9129,124441,7374,119936,260880,0.51,0.49,0.06,0.55,0.12,0.07,0.06,0.07,0.5,0.01,0.01,1.0,0.34,0.0,,55,1000.0,9422.0,3091.0,3021.0,16534.0,0.63,0.24,0.25,0.24,0.01,0.25,0.25,0.14,0.63,0.0,-0.17,0.8,0.81,0.0,,79,351.0,5308.0,1068.0,1709.0,8436.0,0.67,0.24,0.17,0.25,0.01,0.17,0.17,0.11,0.67,0.0,-0.11,0.8,0.65,0.0,,34,890.0,3385.0,2731.0,1059.0,8065.0,0.53,0.24,0.45,0.25,0.02,0.46,0.45,0.19,0.53,0.01,-0.3,0.8,0.99,0.0,
47,SingleSpaceSeparator,1028.0,21692.0,2977.0,7338.0,33035.0,0.69,0.25,0.12,0.26,0.01,0.12,0.12,0.09,0.69,0.0,-0.08,0.82,0.53,0.0,,401,11073,424,10630,22528,0.51,0.49,0.04,0.49,-0.01,0.04,0.04,0.04,0.51,-0.0,-0.0,1.0,0.23,0.0,,50.57827715355806,0.5747354553591748,True,0.1429747307491628,0.15000000000000002,3293,587,6408,125208,6607,122657,260880,0.5,0.49,0.05,0.49,-0.0,0.05,0.05,0.05,0.5,-0.0,-0.0,1.0,0.29,0.0,,43,396.0,11329.0,1184.0,3625.0,16534.0,0.71,0.24,0.1,0.25,0.03,0.1,0.09,0.08,0.71,0.0,-0.06,0.8,0.45,0.0,,32,82.0,6167.0,209.0,1978.0,8436.0,0.74,0.24,0.03,0.28,0.15,0.04,0.03,0.04,0.74,0.0,-0.02,0.8,0.22,0.0,,62,511.0,4493.0,1623.0,1438.0,8065.0,0.62,0.24,0.26,0.24,-0.01,0.26,0.27,0.14,0.62,-0.0,-0.18,0.8,0.83,0.0,
48,NeedBraces,1525.0,20223.0,4446.0,6841.0,33035.0,0.66,0.25,0.18,0.26,0.01,0.18,0.18,0.12,0.66,0.0,-0.12,0.82,0.68,0.0,,386,11052,445,10645,22528,0.51,0.49,0.04,0.46,-0.05,0.03,0.04,0.03,0.51,-0.0,-0.01,1.0,0.23,0.0,,50.418187908223075,0.4146462100241948,True,0.3844737992426976,0.06000000000000005,4352,290,9616,122946,8869,119449,260880,0.51,0.49,0.07,0.52,0.05,0.07,0.07,0.07,0.5,0.01,0.01,1.0,0.37,0.0,,32,716.0,10431.0,2082.0,3305.0,16534.0,0.67,0.24,0.17,0.26,0.05,0.18,0.17,0.12,0.67,0.01,-0.11,0.8,0.66,0.0,,39,103.0,6101.0,275.0,1957.0,8436.0,0.74,0.24,0.04,0.27,0.12,0.05,0.04,0.04,0.73,0.0,-0.03,0.8,0.26,0.0,,97,657.0,3978.0,2138.0,1292.0,8065.0,0.57,0.24,0.35,0.24,-0.03,0.34,0.35,0.16,0.58,-0.01,-0.24,0.8,0.93,0.0,
49,NonEmptyAtclauseDescription,752.0,22492.0,2177.0,7614.0,33035.0,0.7,0.25,0.09,0.26,0.01,0.09,0.09,0.07,0.7,0.0,-0.06,0.82,0.43,0.0,,134,11347,150,10897,22528,0.51,0.49,0.01,0.47,-0.04,0.01,0.01,0.01,0.51,-0.0,-0.0,1.0,0.1,0.0,,50.70058040286787,0.6970387046689908,False,0.08240482693938697,0.06000000000000005,2567,162,5871,125267,6548,123194,260880,0.5,0.49,0.05,0.47,-0.04,0.05,0.05,0.04,0.5,-0.0,-0.01,1.0,0.28,0.0,,103,253.0,11675.0,838.0,3768.0,16534.0,0.72,0.24,0.07,0.23,-0.05,0.06,0.07,0.05,0.72,-0.0,-0.05,0.8,0.35,0.0,,26,50.0,6260.0,116.0,2010.0,8436.0,0.75,0.24,0.02,0.3,0.23,0.02,0.02,0.02,0.75,0.0,-0.01,0.8,0.14,0.0,,36,414.0,4858.0,1258.0,1535.0,8065.0,0.65,0.24,0.21,0.25,0.02,0.21,0.21,0.13,0.65,0.0,-0.14,0.8,0.74,0.0,
50,ParameterName,195.0,24105.0,564.0,8171.0,33035.0,0.74,0.25,0.02,0.26,0.01,0.02,0.02,0.02,0.74,0.0,-0.01,0.82,0.16,0.0,,27,11459,38,11004,22528,0.51,0.49,0.0,0.42,-0.15,0.0,0.0,0.0,0.51,-0.0,-0.0,1.0,0.03,0.0,,51.36363636363637,1.3600946654374866,False,0.06754506019889564,0.06999999999999995,602,43,3418,129036,2779,125647,260880,0.51,0.49,0.02,0.55,0.11,0.03,0.02,0.03,0.51,0.01,0.0,1.0,0.16,0.0,,30,60.0,12340.0,173.0,3961.0,16534.0,0.75,0.24,0.01,0.26,0.06,0.01,0.01,0.01,0.75,0.0,-0.01,0.8,0.11,0.0,,24,12.0,6349.0,27.0,2048.0,8436.0,0.75,0.24,0.0,0.31,0.26,0.01,0.0,0.01,0.75,0.0,-0.0,0.8,0.04,0.0,,79,115.0,5744.0,372.0,1834.0,8065.0,0.73,0.24,0.06,0.24,-0.02,0.06,0.06,0.05,0.73,-0.0,-0.04,0.8,0.33,0.0,
51,CommentsIndentation,652.0,22761.0,1908.0,7714.0,33035.0,0.71,0.25,0.08,0.25,0.01,0.08,0.08,0.06,0.71,0.0,-0.05,0.82,0.39,0.0,,302,11169,328,10729,22528,0.51,0.49,0.03,0.48,-0.02,0.03,0.03,0.03,0.51,-0.0,-0.0,1.0,0.18,0.0,,50.397265625,0.39372392680112256,True,0.18865339939690748,0.15000000000000002,2340,407,5296,127170,4645,123769,260880,0.51,0.49,0.04,0.53,0.08,0.04,0.04,0.04,0.5,0.01,0.0,1.0,0.23,0.0,,31,213.0,11897.0,616.0,3808.0,16534.0,0.73,0.24,0.05,0.26,0.06,0.05,0.05,0.05,0.73,0.0,-0.03,0.8,0.29,0.0,,45,16.0,6331.0,45.0,2044.0,8436.0,0.75,0.24,0.01,0.26,0.07,0.01,0.01,0.01,0.75,0.0,-0.0,0.8,0.06,0.0,,49,405.0,4851.0,1265.0,1544.0,8065.0,0.65,0.24,0.21,0.24,0.0,0.21,0.21,0.13,0.65,0.0,-0.14,0.8,0.74,0.0,
52,HiddenField,3888.0,13401.0,11268.0,4478.0,33035.0,0.52,0.25,0.46,0.26,0.01,0.46,0.46,0.2,0.52,0.01,-0.3,0.82,1.0,0.0,,546,10929,568,10485,22528,0.51,0.49,0.05,0.49,0.0,0.05,0.05,0.05,0.51,0.0,-0.0,1.0,0.28,0.0,,50.22446555819477,0.22092385999589226,True,0.15917858467411022,0.030000000000000027,10740,280,17621,113398,18417,111444,260880,0.5,0.49,0.14,0.49,-0.01,0.14,0.14,0.12,0.5,-0.0,-0.01,1.0,0.58,0.0,,45,1931.0,6668.0,5845.0,2090.0,16534.0,0.52,0.24,0.47,0.25,0.02,0.48,0.47,0.2,0.52,0.01,-0.31,0.8,1.0,0.0,,86,562.0,4643.0,1733.0,1498.0,8436.0,0.62,0.24,0.27,0.24,0.0,0.27,0.27,0.15,0.62,0.0,-0.18,0.8,0.84,0.0,,48,1237.0,2268.0,3848.0,712.0,8065.0,0.43,0.24,0.63,0.24,0.01,0.63,0.63,0.21,0.43,0.0,-0.43,0.8,0.95,0.0,
53,ImportControl,8364.0,14.0,24655.0,2.0,33035.0,0.25,0.25,1.0,0.25,0.0,1.0,1.0,0.25,0.25,0.0,-0.66,0.82,0.01,0.0,,0,11497,0,11031,22528,0.51,0.49,0.0,0.0,-1.0,0.0,0.0,0.0,0.51,0.0,0.0,1.0,0.0,0.0,,50.008873678791,0.005331980592117702,True,0.003363275860675513,0.0,22520,0,137,131767,48,128928,260880,0.51,0.49,0.0,0.74,0.5,0.0,0.0,0.0,0.51,0.0,0.0,1.0,0.01,0.0,,68,4021.0,8.0,12505.0,0.0,16534.0,0.24,0.24,1.0,0.24,0.0,1.0,1.0,0.24,0.24,0.0,-0.68,0.8,0.01,0.0,,84,2059.0,3.0,6373.0,1.0,8436.0,0.24,0.24,1.0,0.24,-0.0,1.0,1.0,0.24,0.24,-0.0,-0.68,0.8,0.01,0.0,,50,1948.0,3.0,6113.0,1.0,8065.0,0.24,0.24,1.0,0.24,-0.0,1.0,1.0,0.24,0.24,-0.0,-0.68,0.8,0.01,0.0,
54,AnnotationOnSameLine,6517.0,5327.0,19342.0,1849.0,33035.0,0.36,0.25,0.78,0.25,-0.0,0.78,0.78,0.24,0.36,-0.01,-0.52,0.82,0.76,0.0,,869,10521,976,10162,22528,0.51,0.49,0.08,0.47,-0.04,0.08,0.08,0.07,0.51,-0.01,-0.01,1.0,0.41,0.0,,50.01457906338218,0.011037365183305779,False,0.7714119782226878,0.010000000000000007,18503,117,20865,111069,20746,108200,260880,0.51,0.49,0.16,0.5,0.01,0.16,0.16,0.14,0.5,0.0,0.0,1.0,0.63,0.0,,84,3212.0,2359.0,10154.0,809.0,16534.0,0.34,0.24,0.81,0.24,-0.01,0.8,0.81,0.23,0.34,-0.01,-0.55,0.8,0.7,0.0,,76,1327.0,2299.0,4077.0,733.0,8436.0,0.43,0.24,0.64,0.25,0.01,0.64,0.64,0.22,0.43,0.0,-0.43,0.8,0.94,0.0,,51,1708.0,735.0,5381.0,241.0,8065.0,0.3,0.24,0.88,0.24,-0.0,0.88,0.88,0.23,0.3,-0.0,-0.6,0.8,0.53,0.0,
55,ClassFanOutComplexity,2318.0,17789.0,6880.0,6048.0,33035.0,0.61,0.25,0.28,0.25,-0.0,0.28,0.28,0.15,0.61,-0.0,-0.18,0.82,0.85,0.0,,110,11380,117,10921,22528,0.51,0.49,0.01,0.48,-0.01,0.01,0.01,0.01,0.51,-0.0,-0.0,1.0,0.08,0.0,,49.89486844966297,-0.10867324853590787,False,0.8074315660729745,0.020000000000000014,8450,203,11347,120868,10947,117718,260880,0.51,0.49,0.09,0.51,0.03,0.09,0.08,0.08,0.5,0.0,0.0,1.0,0.42,0.0,,63,811.0,10003.0,2510.0,3210.0,16534.0,0.65,0.24,0.2,0.24,0.0,0.2,0.2,0.12,0.65,0.0,-0.14,0.8,0.72,0.0,,30,4.0,6366.0,10.0,2056.0,8436.0,0.76,0.24,0.0,0.29,0.17,0.0,0.0,0.0,0.75,0.0,-0.0,0.8,0.02,0.0,,63,1408.0,1661.0,4455.0,541.0,8065.0,0.38,0.24,0.73,0.24,-0.01,0.72,0.73,0.22,0.38,-0.01,-0.5,0.8,0.85,0.0,
56,FileTabCharacter,2069.0,18607.0,6062.0,6297.0,33035.0,0.63,0.25,0.25,0.25,0.0,0.25,0.25,0.14,0.63,0.0,-0.16,0.82,0.81,0.0,,242,11223,274,10789,22528,0.51,0.49,0.02,0.47,-0.04,0.02,0.02,0.02,0.51,-0.0,-0.0,1.0,0.16,0.0,,50.245972205140816,0.2424305069419361,True,0.035991950926579176,0.08999999999999997,4948,516,1091,130934,881,127974,260880,0.51,0.49,0.01,0.55,0.12,0.01,0.01,0.01,0.51,0.0,0.0,1.0,0.06,0.0,,42,1009.0,9483.0,3030.0,3012.0,16534.0,0.63,0.24,0.24,0.25,0.03,0.25,0.24,0.14,0.63,0.01,-0.16,0.8,0.8,0.0,,65,455.0,5013.0,1363.0,1605.0,8436.0,0.65,0.24,0.22,0.25,0.02,0.22,0.21,0.13,0.65,0.0,-0.14,0.8,0.75,0.0,,95,535.0,4377.0,1739.0,1414.0,8065.0,0.61,0.24,0.28,0.24,-0.03,0.27,0.28,0.15,0.61,-0.01,-0.2,0.8,0.86,0.0,
57,ParameterAssignment,931.0,21919.0,2750.0,7435.0,33035.0,0.69,0.25,0.11,0.25,-0.0,0.11,0.11,0.08,0.69,-0.0,-0.07,0.82,0.5,0.0,,164,11334,163,10867,22528,0.51,0.49,0.01,0.5,0.02,0.01,0.01,0.01,0.51,0.0,0.0,1.0,0.11,0.0,,50.4868242325455,0.4832825343466212,False,0.1252665559709452,0.05000000000000005,3155,183,7821,125230,6585,121244,260880,0.51,0.49,0.06,0.54,0.1,0.06,0.05,0.06,0.5,0.01,0.01,1.0,0.31,0.0,,48,283.0,11655.0,858.0,3738.0,16534.0,0.72,0.24,0.07,0.25,0.02,0.07,0.07,0.06,0.72,0.0,-0.05,0.8,0.36,0.0,,118,10.0,6328.0,48.0,2050.0,8436.0,0.75,0.24,0.01,0.17,-0.29,0.0,0.01,0.0,0.75,-0.0,-0.01,0.8,0.06,0.0,,65,593.0,4227.0,1889.0,1356.0,8065.0,0.6,0.24,0.31,0.24,-0.01,0.3,0.31,0.15,0.6,-0.0,-0.21,0.8,0.89,0.0,
58,JavadocVariable,6733.0,4871.0,19798.0,1633.0,33035.0,0.35,0.25,0.8,0.25,0.0,0.8,0.8,0.24,0.35,0.0,-0.53,0.82,0.72,0.0,,818,10576,921,10213,22528,0.51,0.49,0.08,0.47,-0.04,0.07,0.08,0.07,0.51,-0.01,-0.01,1.0,0.39,0.0,,50.10987147110927,0.10632977291038516,True,0.22214572838819288,0.010000000000000007,18581,159,22886,107129,24686,106179,260880,0.5,0.49,0.18,0.48,-0.03,0.18,0.19,0.15,0.5,-0.01,-0.01,1.0,0.69,0.0,,54,3478.0,1879.0,10634.0,543.0,16534.0,0.32,0.24,0.85,0.25,0.01,0.86,0.85,0.24,0.32,0.02,-0.57,0.8,0.6,0.0,,87,1212.0,2584.0,3792.0,848.0,8436.0,0.45,0.24,0.59,0.24,-0.01,0.59,0.59,0.21,0.45,-0.01,-0.4,0.8,0.97,0.0,,57,1786.0,487.0,5629.0,163.0,8065.0,0.28,0.24,0.92,0.24,-0.0,0.92,0.92,0.24,0.28,-0.01,-0.63,0.8,0.4,0.0,
59,FinalLocalVariable,5725.0,7790.0,16879.0,2641.0,33035.0,0.41,0.25,0.68,0.25,0.0,0.68,0.68,0.23,0.41,0.0,-0.45,0.82,0.9,0.0,,994,10453,1044,10037,22528,0.51,0.49,0.09,0.49,-0.0,0.09,0.09,0.08,0.51,-0.0,-0.0,1.0,0.44,0.0,,50.03437444700053,0.03083274880165021,False,0.7071209984738939,0.010000000000000007,16451,180,8651,123528,8287,120414,260880,0.51,0.49,0.06,0.51,0.03,0.07,0.06,0.06,0.5,0.0,0.0,1.0,0.35,0.0,,79,3005.0,2992.0,9521.0,1016.0,16534.0,0.36,0.24,0.76,0.24,-0.01,0.75,0.76,0.22,0.37,-0.01,-0.52,0.8,0.8,0.0,,56,722.0,4259.0,2117.0,1338.0,8436.0,0.59,0.24,0.34,0.25,0.04,0.35,0.33,0.17,0.58,0.01,-0.22,0.8,0.92,0.0,,52,1754.0,631.0,5485.0,195.0,8065.0,0.3,0.24,0.9,0.24,0.0,0.9,0.9,0.24,0.29,0.0,-0.61,0.8,0.48,0.0,
60,SeparatorWrap,2937.0,16031.0,8638.0,5429.0,33035.0,0.57,0.25,0.35,0.25,0.0,0.35,0.35,0.17,0.57,0.0,-0.23,0.82,0.93,0.0,,471,11014,483,10560,22528,0.51,0.49,0.04,0.49,0.01,0.04,0.04,0.04,0.51,0.0,-0.0,1.0,0.25,0.0,,49.718963282937366,-0.28457841526151384,False,0.3890301774441552,0.040000000000000036,7873,320,18029,110925,20890,111036,260880,0.49,0.49,0.15,0.46,-0.06,0.14,0.16,0.12,0.5,-0.02,-0.02,1.0,0.61,0.0,,72,1455.0,8014.0,4499.0,2566.0,16534.0,0.57,0.24,0.36,0.24,0.0,0.36,0.36,0.17,0.57,0.0,-0.24,0.8,0.94,0.0,,68,323.0,5398.0,978.0,1737.0,8436.0,0.68,0.24,0.15,0.25,0.02,0.16,0.15,0.11,0.68,0.0,-0.1,0.8,0.62,0.0,,73,1033.0,2829.0,3287.0,916.0,8065.0,0.48,0.24,0.54,0.24,-0.01,0.53,0.54,0.2,0.48,-0.01,-0.37,0.8,1.0,0.0,
61,ImportOrder,6476.0,5628.0,19041.0,1890.0,33035.0,0.37,0.25,0.77,0.25,0.0,0.77,0.77,0.24,0.37,0.0,-0.51,0.82,0.77,0.0,,947,10458,1039,10084,22528,0.51,0.49,0.09,0.48,-0.03,0.09,0.09,0.08,0.51,-0.0,-0.01,1.0,0.43,0.0,,50.06352627659992,0.05998457840103555,False,0.11626449616770886,0.030000000000000027,18051,544,19700,111170,20645,109365,260880,0.5,0.49,0.15,0.49,-0.01,0.15,0.16,0.13,0.5,-0.0,-0.01,1.0,0.62,0.0,,75,3292.0,2220.0,10293.0,729.0,16534.0,0.33,0.24,0.82,0.24,-0.0,0.82,0.82,0.23,0.33,-0.0,-0.56,0.8,0.68,0.0,,62,1198.0,2825.0,3551.0,862.0,8436.0,0.48,0.24,0.56,0.25,0.03,0.58,0.56,0.21,0.47,0.02,-0.37,0.8,0.99,0.0,,68,1724.0,657.0,5459.0,225.0,8065.0,0.3,0.24,0.89,0.24,-0.01,0.88,0.89,0.23,0.3,-0.01,-0.61,0.8,0.5,0.0,
62,TrailingComment,1809.0,19353.0,5316.0,6557.0,33035.0,0.64,0.25,0.22,0.25,0.0,0.22,0.22,0.13,0.64,0.0,-0.14,0.82,0.75,0.0,,381,11097,400,10650,22528,0.51,0.49,0.03,0.49,-0.0,0.03,0.03,0.03,0.51,-0.0,-0.0,1.0,0.22,0.0,,50.407298245614044,0.4037565474151563,False,0.14502761328623126,0.05000000000000005,5665,303,11354,121099,10716,117711,260880,0.51,0.49,0.08,0.51,0.04,0.09,0.08,0.08,0.5,0.01,0.0,1.0,0.42,0.0,,29,715.0,10449.0,2064.0,3306.0,16534.0,0.68,0.24,0.17,0.26,0.06,0.18,0.16,0.12,0.67,0.01,-0.11,0.8,0.65,0.0,,33,67.0,6205.0,171.0,1993.0,8436.0,0.74,0.24,0.03,0.28,0.15,0.03,0.03,0.03,0.74,0.0,-0.02,0.8,0.19,0.0,,100,963.0,2971.0,3145.0,986.0,8065.0,0.49,0.24,0.51,0.23,-0.03,0.49,0.51,0.19,0.5,-0.01,-0.36,0.8,1.0,0.0,
63,WhitespaceAround,2005.0,18745.0,5924.0,6361.0,33035.0,0.63,0.25,0.24,0.25,-0.0,0.24,0.24,0.14,0.63,-0.0,-0.16,0.82,0.8,0.0,,814,10617,880,10217,22528,0.51,0.49,0.08,0.48,-0.02,0.07,0.08,0.07,0.51,-0.0,-0.01,1.0,0.39,0.0,,49.903392609408506,-0.10014908879038133,False,0.16366976052439286,0.13,5930,901,11970,120804,11011,117095,260880,0.51,0.49,0.09,0.52,0.05,0.09,0.08,0.09,0.5,0.01,0.01,1.0,0.43,0.0,,81,884.0,9720.0,2793.0,3137.0,16534.0,0.64,0.24,0.22,0.24,-0.01,0.22,0.22,0.13,0.64,-0.0,-0.15,0.8,0.76,0.0,,52,242.0,5672.0,704.0,1818.0,8436.0,0.7,0.24,0.11,0.26,0.05,0.12,0.11,0.09,0.7,0.0,-0.07,0.8,0.51,0.0,,45,808.0,3618.0,2498.0,1141.0,8065.0,0.55,0.24,0.41,0.24,0.01,0.41,0.41,0.18,0.55,0.0,-0.28,0.8,0.98,0.0,
64,NestedForDepth,196.0,24090.0,579.0,8170.0,33035.0,0.74,0.25,0.02,0.25,-0.0,0.02,0.02,0.02,0.74,-0.0,-0.02,0.82,0.16,0.0,,36,11458,39,10995,22528,0.51,0.49,0.0,0.48,-0.02,0.0,0.0,0.0,0.51,-0.0,-0.0,1.0,0.03,0.0,,49.743225806451605,-0.2603158917472683,False,0.06494780111142948,0.07999999999999996,578,53,1892,129781,2034,127173,260880,0.5,0.49,0.02,0.48,-0.03,0.01,0.02,0.01,0.51,-0.0,-0.0,1.0,0.11,0.0,,19,51.0,12374.0,139.0,3970.0,16534.0,0.75,0.24,0.01,0.27,0.1,0.01,0.01,0.01,0.75,0.0,-0.01,0.8,0.09,0.0,,129,0.0,6373.0,3.0,2060.0,8436.0,0.76,0.24,0.0,0.0,-1.0,0.0,0.0,0.0,0.76,-0.0,-0.0,0.8,0.0,0.0,,98,137.0,5671.0,445.0,1812.0,8065.0,0.72,0.24,0.07,0.24,-0.03,0.07,0.07,0.06,0.72,-0.0,-0.05,0.8,0.37,0.0,
65,NestedIfDepth,1685.0,19699.0,4970.0,6681.0,33035.0,0.65,0.25,0.2,0.25,-0.0,0.2,0.2,0.13,0.65,-0.0,-0.13,0.82,0.72,0.0,,385,11116,381,10646,22528,0.51,0.49,0.03,0.5,0.03,0.03,0.03,0.03,0.51,0.0,0.0,1.0,0.21,0.0,,50.234109691960924,0.23056799376205106,False,0.27360260886439025,0.040000000000000036,5718,254,11672,120822,10993,117393,260880,0.51,0.49,0.09,0.51,0.04,0.09,0.08,0.08,0.5,0.01,0.01,1.0,0.43,0.0,,85,535.0,10836.0,1677.0,3486.0,16534.0,0.69,0.24,0.13,0.24,-0.01,0.13,0.13,0.09,0.69,-0.0,-0.09,0.8,0.57,0.0,,38,15.0,6336.0,40.0,2045.0,8436.0,0.75,0.24,0.01,0.27,0.12,0.01,0.01,0.01,0.75,0.0,-0.0,0.8,0.06,0.0,,40,1072.0,2800.0,3316.0,877.0,8065.0,0.48,0.24,0.54,0.24,0.01,0.55,0.54,0.2,0.48,0.01,-0.37,0.8,0.99,0.0,
66,EmptyLineSeparator,5618.0,8180.0,16489.0,2748.0,33035.0,0.42,0.25,0.67,0.25,0.0,0.67,0.67,0.23,0.42,0.0,-0.44,0.82,0.92,0.0,,808,10682,815,10223,22528,0.51,0.49,0.07,0.5,0.02,0.07,0.07,0.07,0.51,0.0,-0.0,1.0,0.37,0.0,,50.03899217442439,0.035450476225513235,False,0.4322770440716645,0.020000000000000014,15794,250,15259,113602,18213,113806,260880,0.49,0.49,0.13,0.46,-0.08,0.12,0.14,0.1,0.5,-0.02,-0.02,1.0,0.55,0.0,,53,2840.0,3798.0,8715.0,1181.0,16534.0,0.4,0.24,0.7,0.25,0.01,0.71,0.7,0.22,0.4,0.01,-0.47,0.8,0.88,0.0,,81,855.0,3735.0,2641.0,1205.0,8436.0,0.54,0.24,0.41,0.24,0.0,0.42,0.41,0.18,0.54,0.0,-0.28,0.8,0.98,0.0,,60,1701.0,761.0,5355.0,248.0,8065.0,0.31,0.24,0.87,0.24,-0.0,0.87,0.88,0.23,0.31,-0.0,-0.6,0.8,0.54,0.0,
67,StaticVariableName,240.0,23958.0,711.0,8126.0,33035.0,0.73,0.25,0.03,0.25,-0.0,0.03,0.03,0.03,0.73,-0.0,-0.02,0.82,0.19,0.0,,48,11441,56,10983,22528,0.51,0.49,0.0,0.46,-0.06,0.0,0.0,0.0,0.51,-0.0,-0.0,1.0,0.04,0.0,,50.16719242902207,0.1636507308231998,True,0.03629944725019757,0.12,674,89,2041,129885,1930,127024,260880,0.51,0.49,0.02,0.51,0.04,0.02,0.01,0.02,0.51,0.0,0.0,1.0,0.11,0.0,,28,86.0,12269.0,244.0,3935.0,16534.0,0.75,0.24,0.02,0.26,0.07,0.02,0.02,0.02,0.75,0.0,-0.01,0.8,0.14,0.0,,107,20.0,6306.0,70.0,2040.0,8436.0,0.75,0.24,0.01,0.22,-0.09,0.01,0.01,0.01,0.75,-0.0,-0.01,0.8,0.09,0.0,,76,127.0,5712.0,404.0,1822.0,8065.0,0.72,0.24,0.07,0.24,-0.01,0.07,0.07,0.05,0.72,-0.0,-0.05,0.8,0.35,0.0,
68,DeclarationOrder,2240.0,18059.0,6610.0,6126.0,33035.0,0.61,0.25,0.27,0.25,-0.0,0.27,0.27,0.15,0.61,-0.0,-0.18,0.82,0.84,0.0,,490,10982,515,10541,22528,0.51,0.49,0.04,0.49,-0.0,0.04,0.04,0.04,0.51,-0.0,-0.0,1.0,0.26,0.0,,49.744067796610175,-0.2594739015887129,False,0.6361143678486,0.06000000000000005,6912,469,24716,106752,25063,104349,260880,0.5,0.49,0.19,0.5,0.0,0.19,0.19,0.16,0.5,0.0,-0.0,1.0,0.7,0.0,,83,915.0,9613.0,2900.0,3106.0,16534.0,0.64,0.24,0.23,0.24,-0.01,0.23,0.23,0.13,0.64,-0.0,-0.16,0.8,0.78,0.0,,59,147.0,5942.0,434.0,1913.0,8436.0,0.72,0.24,0.07,0.25,0.04,0.07,0.07,0.06,0.72,0.0,-0.05,0.8,0.36,0.0,,42,1083.0,2745.0,3371.0,866.0,8065.0,0.47,0.24,0.55,0.24,0.01,0.56,0.55,0.2,0.47,0.0,-0.37,0.8,0.99,0.0,
69,FinalParameters,6896.0,4377.0,20292.0,1470.0,33035.0,0.34,0.25,0.82,0.25,0.0,0.82,0.82,0.24,0.34,0.0,-0.54,0.82,0.67,0.0,,856,10588,909,10175,22528,0.51,0.49,0.08,0.48,-0.01,0.08,0.08,0.07,0.51,-0.0,-0.0,1.0,0.4,0.0,,50.08889951449169,0.08535781629280592,False,0.8195777064038515,0.010000000000000007,18679,105,6963,125723,6092,122102,260880,0.51,0.49,0.05,0.53,0.08,0.05,0.05,0.05,0.5,0.01,0.01,1.0,0.29,0.0,,71,3433.0,1797.0,10716.0,588.0,16534.0,0.32,0.24,0.86,0.24,-0.0,0.85,0.86,0.23,0.32,-0.0,-0.58,0.8,0.6,0.0,,77,1397.0,2110.0,4266.0,663.0,8436.0,0.42,0.24,0.67,0.25,0.01,0.68,0.67,0.22,0.41,0.01,-0.45,0.8,0.91,0.0,,59,1781.0,521.0,5595.0,168.0,8065.0,0.29,0.24,0.91,0.24,-0.0,0.91,0.91,0.24,0.29,-0.0,-0.62,0.8,0.42,0.0,
