feature,Pearson,positive_corrective_rate_avg,positive_corrective_rate_std,positive_files_num,negative_corrective_rate_avg,negative_corrective_rate_std,negative_files_num,accuracy,hit_rate,precision,precision_lift,recall,Jaccard,prob_in_reduced_risk,lift_in_reduced_risk,CCP,cochange_Unnamed: 0,cochange_true_positives,cochange_true_negatives,cochange_false_positives,cochange_false_negatives,cochange_samples,cochange_accuracy,cochange_positive_rate,cochange_hit_rate,cochange_precision,cochange_precision_lift,cochange_recall,cochange_fpr,cochange_jaccard,cochange_independent_prob,cochange_lift_over_independent,cochange_lift_over_majority,cochange_comment,monotonicity,Unnamed: 0,line_pearson,removal_probability,true_positives,false_positives,twins_true_positives,twins_true_negatives,twins_false_positives,twins_false_negatives,twins_samples,twins_accuracy,twins_positive_rate,twins_hit_rate,twins_precision,twins_precision_lift,twins_recall,twins_fpr,twins_jaccard,twins_independent_prob,twins_lift_over_independent,twins_lift_over_majority,twins_comment,control_medium_Pearson,control_medium_positive_corrective_rate_avg,control_medium_positive_corrective_rate_std,control_medium_positive_files_num,control_medium_negative_corrective_rate_avg,control_medium_negative_corrective_rate_std,control_medium_negative_files_num,control_medium_accuracy,control_medium_hit_rate,control_medium_precision,control_medium_precision_lift,control_medium_recall,control_medium_Jaccard,control_medium_prob_in_reduced_risk,control_medium_lift_in_reduced_risk,control_medium_CCP,control_short_Pearson,control_short_positive_corrective_rate_avg,control_short_positive_corrective_rate_std,control_short_positive_files_num,control_short_negative_corrective_rate_avg,control_short_negative_corrective_rate_std,control_short_negative_files_num,control_short_accuracy,control_short_hit_rate,control_short_precision,control_short_precision_lift,control_short_recall,control_short_Jaccard,control_short_prob_in_reduced_risk,control_short_lift_in_reduced_risk,control_short_CCP,control_long_Pearson,control_long_positive_corrective_rate_avg,control_long_positive_corrective_rate_std,control_long_positive_files_num,control_long_negative_corrective_rate_avg,control_long_negative_corrective_rate_std,control_long_negative_files_num,control_long_accuracy,control_long_hit_rate,control_long_precision,control_long_precision_lift,control_long_recall,control_long_Jaccard,control_long_prob_in_reduced_risk,control_long_lift_in_reduced_risk,control_long_CCP
IllegalCatch,0.11,0.19,0.156628379628234,6287.0,0.1519877408291277,0.14239045868967612,25400.0,0.76,0.2,0.14,0.41,0.28,0.1,0.15,-0.2500000000000001,0.19,144,232,10649,230,10943,22054,0.49,0.51,0.02,0.5,-0.01,0.02,0.02,0.02,0.49,-0.0,-0.03,,True,10,0.21190141826779715,0.040000000000000036,5123,198,9768,138264,8886,82796,239714,0.62,0.39,0.08,0.52,0.36,0.11,0.06,0.1,0.6,0.04,0.01,,0.03,0.17,0.1481779121748464,2679.0,0.15632597660676562,0.1469799065754527,13128.0,0.77,0.17,0.11,0.1,0.19,0.08,0.15,-0.11764705882352955,0.16,0.01,0.13,0.11605218091588652,220.0,0.12304471478231707,0.12411962597421462,7748.0,0.93,0.03,0.05,0.01,0.03,0.02,0.03,0.0,0.11,0.08,0.21,0.16168790785506354,3388.0,0.1889678925802212,0.14802847515517947,4524.0,0.57,0.43,0.17,0.15,0.49,0.14,0.37,-0.13953488372093026,0.21
EmptyStatement,0.02,0.19,0.1547843707563509,287.0,0.15956922293484585,0.14607217415402918,31400.0,0.89,0.01,0.14,0.37,0.01,0.01,0.01,0.0,0.19,123,32,10842,37,11143,22054,0.49,0.51,0.0,0.46,-0.08,0.0,0.0,0.0,0.49,-0.0,-0.03,,False,94,0.15811671923211876,0.23,217,64,637,146294,856,91927,239714,0.61,0.39,0.01,0.43,0.1,0.01,0.01,0.01,0.61,0.0,-0.0,,-0.0,0.16,0.12127873803378775,74.0,0.15842405786114214,0.1473666719161117,15733.0,0.89,0.0,0.08,-0.21,0.0,0.0,0.0,,0.15,-0.0,0.1,0.14142135623730953,2.0,0.1232140587224269,0.12390575991144648,7966.0,0.95,0.0,0.0,-1.0,0.0,0.0,0.0,,0.07,0.0,0.2,0.16395973042820686,211.0,0.1995149598808172,0.15424340389035687,7701.0,0.84,0.03,0.16,0.07,0.03,0.02,0.03,0.0,0.2
ClassTypeParameterName,0.01,0.19,0.17893831517157285,118.0,0.15972677229221224,0.1460337238100142,31569.0,0.9,0.0,0.14,0.45,0.01,0.01,0.0,,0.19,37,1,10876,3,11174,22054,0.49,0.51,0.0,0.25,-0.51,0.0,0.0,0.0,0.49,-0.0,-0.03,,True,138,0.018854944385801143,0.020000000000000014,94,2,153,147012,138,92411,239714,0.61,0.39,0.0,0.53,0.36,0.0,0.0,0.0,0.61,0.0,0.0,,0.01,0.19,0.18141995711696093,58.0,0.1582987704442447,0.14710436851444095,15749.0,0.89,0.0,0.17,0.67,0.01,0.01,0.0,,0.19,-0.02,0.08,0.06329388519356516,16.0,0.123297182428176,0.12397912093609754,7952.0,0.95,0.0,0.0,-1.0,0.0,0.0,0.0,,0.05,0.01,0.22,0.19069326990444949,44.0,0.19940365329153614,0.15427779408842365,7868.0,0.85,0.01,0.16,0.09,0.01,0.01,0.0,-1.0,0.22
RedundantModifier,0.06,0.19,0.15368723000361534,2727.0,0.15717954533126696,0.14517095466683375,28960.0,0.84,0.09,0.14,0.42,0.12,0.07,0.07,-0.2222222222222221,0.19,86,162,10703,176,11013,22054,0.49,0.51,0.02,0.48,-0.05,0.01,0.02,0.01,0.49,-0.0,-0.03,,False,53,0.4562030464727767,0.08999999999999997,2181,228,6851,139922,7228,85713,239714,0.61,0.39,0.06,0.49,0.26,0.07,0.05,0.07,0.6,0.02,-0.0,,0.01,0.17,0.150077775473447,960.0,0.15791314401272316,0.1470581445536144,14847.0,0.85,0.06,0.12,0.17,0.07,0.05,0.06,0.0,0.16,0.04,0.15,0.1408652909087373,269.0,0.12229403190759927,0.12317585908517438,7699.0,0.93,0.03,0.07,0.65,0.06,0.03,0.03,0.0,0.14,0.03,0.21,0.15499669355750328,1498.0,0.19735600748053805,0.15431389709538046,6414.0,0.73,0.19,0.16,0.13,0.21,0.1,0.18,-0.05263157894736848,0.21
VisibilityModifier,0.1,0.19,0.15972737747313695,7103.0,0.15214579062000974,0.14109355818978472,24584.0,0.74,0.22,0.14,0.37,0.31,0.1,0.19,-0.13636363636363635,0.19,21,406,10523,356,10769,22054,0.5,0.51,0.03,0.53,0.05,0.04,0.03,0.04,0.49,0.0,-0.02,,True,51,0.1069241041161756,0.05000000000000005,5878,318,15520,130284,16866,77044,239714,0.61,0.39,0.14,0.48,0.24,0.17,0.11,0.14,0.58,0.04,-0.01,,0.04,0.17,0.16000531344429653,3023.0,0.155809079583713,0.1439541114262661,12784.0,0.75,0.19,0.12,0.18,0.23,0.09,0.19,0.0,0.16,0.06,0.15,0.1550925079315266,546.0,0.12135399476321533,0.1210959122330134,7422.0,0.9,0.07,0.09,1.07,0.14,0.06,0.07,0.0,0.14,0.04,0.21,0.15745100942398446,3534.0,0.1936499529629113,0.15183797658470405,4378.0,0.54,0.45,0.15,0.05,0.47,0.13,0.41,-0.08888888888888903,0.21
NoClone,0.01,0.18,0.14649597085352567,182.0,0.1597320066476566,0.14617136146132834,31505.0,0.9,0.01,0.14,0.39,0.01,0.01,0.0,-1.0,0.17,148,9,10873,6,11166,22054,0.49,0.51,0.0,0.6,0.18,0.0,0.0,0.0,0.49,0.0,-0.03,,False,118,0.7677465470874713,0.06999999999999995,153,12,1584,145762,1388,90980,239714,0.61,0.39,0.01,0.53,0.38,0.02,0.01,0.02,0.61,0.01,0.0,,0.01,0.18,0.1553445446456004,65.0,0.1583347618559716,0.14721653326110076,15742.0,0.89,0.0,0.15,0.49,0.01,0.01,0.0,,0.17,0.02,0.24,0.29597476432326564,5.0,0.1231355321220524,0.12372807320396136,7963.0,0.95,0.0,0.2,3.43,0.0,0.0,0.0,,0.25,-0.02,0.17,0.13316732855216182,112.0,0.19991318025769605,0.15475960173527215,7800.0,0.84,0.01,0.12,-0.14,0.01,0.01,0.02,1.0,0.16
TypeName,0.01,0.18,0.1589913801333825,318.0,0.159658422485179,0.14603364780159792,31369.0,0.89,0.01,0.14,0.36,0.01,0.01,0.01,0.0,0.17,5,5,10875,4,11170,22054,0.49,0.51,0.0,0.56,0.1,0.0,0.0,0.0,0.49,0.0,-0.03,,True,95,0.044866004050543015,0.020000000000000014,174,3,401,145767,1383,92163,239714,0.61,0.39,0.01,0.22,-0.42,0.0,0.01,0.0,0.61,-0.0,-0.01,,-0.01,0.14,0.1408139651257986,142.0,0.15855504908435394,0.14730696164503346,15665.0,0.89,0.01,0.08,-0.25,0.01,0.01,0.01,0.0,0.12,-0.01,0.11,0.13788306523681385,33.0,0.12328122461829598,0.1238439103098747,7935.0,0.95,0.0,0.12,1.68,0.01,0.01,0.01,,0.09,0.02,0.23,0.166410986029828,143.0,0.19903767456367769,0.15423841382025025,7769.0,0.84,0.02,0.2,0.34,0.02,0.02,0.02,0.0,0.24
GenericWhitespace,0.01,0.18,0.15302746203471862,265.0,0.15969415990796432,0.14611247879296496,31422.0,0.89,0.01,0.14,0.37,0.01,0.01,0.01,0.0,0.17,112,43,10832,47,11132,22054,0.49,0.51,0.0,0.48,-0.06,0.0,0.0,0.0,0.49,-0.0,-0.03,,True,88,0.02156877204991316,0.25,218,74,705,146653,497,91859,239714,0.61,0.39,0.01,0.59,0.52,0.01,0.0,0.01,0.61,0.0,0.0,,-0.0,0.15,0.13707151494933212,99.0,0.1584494813816716,0.14731776941497612,15708.0,0.89,0.01,0.1,-0.02,0.01,0.01,0.01,0.0,0.14,-0.01,0.1,0.10626191915704107,22.0,0.1232727466186716,0.12394589258932845,7946.0,0.95,0.0,0.0,-1.0,0.0,0.0,0.0,,0.07,0.0,0.2,0.16348788033410327,144.0,0.19946706931681327,0.1543382306851312,7768.0,0.84,0.02,0.18,0.24,0.02,0.02,0.02,0.0,0.2
FallThrough,0.03,0.21,0.1393684327127422,210.0,0.1595321033586278,0.14617650329671386,31477.0,0.9,0.01,0.13,0.3,0.01,0.01,0.0,-1.0,0.21,105,10,10867,12,11165,22054,0.49,0.51,0.0,0.45,-0.1,0.0,0.0,0.0,0.49,-0.0,-0.03,,False,131,0.043542628910079664,0.11,173,21,2065,145645,1505,90499,239714,0.62,0.39,0.01,0.58,0.5,0.02,0.01,0.02,0.61,0.01,0.0,,0.02,0.2,0.15912964789974332,49.0,0.15828955027630218,0.1471995617119446,15758.0,0.89,0.0,0.16,0.58,0.0,0.0,0.0,,0.2,0.01,0.17,0.040406101782088436,2.0,0.12319612536279133,0.12391325444162332,7966.0,0.95,0.0,0.0,-1.0,0.0,0.0,0.0,,0.16,0.01,0.21,0.134049077073738,159.0,0.1993918418064982,0.15489482741552527,7753.0,0.84,0.02,0.12,-0.18,0.02,0.01,0.01,-0.5,0.21
IllegalToken,0.02,0.2,0.16520213511718607,189.0,0.1595738652705847,0.14601954758375893,31498.0,0.9,0.01,0.13,0.33,0.01,0.01,0.0,-1.0,0.2,33,6,10876,3,11169,22054,0.49,0.51,0.0,0.67,0.32,0.0,0.0,0.0,0.49,0.0,-0.03,,False,132,0.14292391043611907,0.05000000000000005,169,8,2283,145703,1447,90281,239714,0.62,0.39,0.02,0.61,0.59,0.02,0.01,0.02,0.61,0.01,0.01,,-0.01,0.13,0.13171091554003025,30.0,0.1584846305058646,0.14727714507812395,15777.0,0.9,0.0,0.07,-0.35,0.0,0.0,0.0,,0.11,,,,,0.12320823190045843,0.123900883307329,7968.0,0.95,0.0,0.0,-1.0,0.0,0.0,0.0,,,0.02,0.22,0.16718614065429305,159.0,0.1991645041944036,0.15421766765654202,7753.0,0.84,0.02,0.14,-0.01,0.02,0.02,0.02,0.0,0.22
MethodParamPad,0.04,0.2,0.16229088293179889,686.0,0.15892493997507615,0.14567229375857527,31001.0,0.88,0.02,0.13,0.34,0.03,0.02,0.01,-0.5,0.2,129,54,10845,34,11121,22054,0.49,0.51,0.0,0.61,0.21,0.0,0.0,0.0,0.49,0.0,-0.02,,False,78,0.0607111750515648,0.12,514,72,2766,143996,3154,89798,239714,0.61,0.39,0.02,0.47,0.21,0.03,0.02,0.03,0.61,0.01,-0.0,,0.02,0.18,0.1543038061002277,236.0,0.15807416596533522,0.14712010491477262,15571.0,0.89,0.01,0.13,0.27,0.02,0.02,0.01,0.0,0.17,0.04,0.19,0.24090786263015476,39.0,0.12286651542669465,0.12298336990626672,7929.0,0.95,0.0,0.13,1.84,0.01,0.01,0.0,,0.19,0.02,0.21,0.15687803389963034,411.0,0.19880690909252768,0.1543454977416884,7501.0,0.82,0.05,0.13,-0.08,0.05,0.04,0.04,-0.20000000000000007,0.21
OverloadMethodsDeclarationOrder,0.07,0.19,0.15707369149329753,3018.0,0.1562955121399953,0.14453117766951934,28669.0,0.83,0.1,0.13,0.33,0.13,0.07,0.07,-0.29999999999999993,0.19,2,148,10707,172,11027,22054,0.49,0.51,0.01,0.46,-0.09,0.01,0.02,0.01,0.49,-0.0,-0.03,,True,91,0.7048811835996962,0.06999999999999995,2728,196,7013,138209,8941,85551,239714,0.61,0.39,0.07,0.44,0.14,0.08,0.06,0.07,0.6,0.01,-0.01,,-0.01,0.15,0.13824293467455304,920.0,0.15870470446518875,0.14779066240903455,14887.0,0.85,0.06,0.08,-0.21,0.05,0.03,0.06,0.0,0.14,0.09,0.27,0.23611806028297685,45.0,0.12239536024763087,0.12252331945366254,7923.0,0.95,0.01,0.27,4.9,0.03,0.03,0.0,-1.0,0.29,0.04,0.21,0.15950233016337895,2053.0,0.19601649819532924,0.15256518819689746,5859.0,0.67,0.26,0.15,0.04,0.27,0.11,0.24,-0.07692307692307697,0.21
AvoidStaticImport,0.12,0.19,0.15881975500817547,6902.0,0.1506173125440123,0.14108475650963714,24785.0,0.74,0.22,0.13,0.34,0.29,0.1,0.15,-0.31818181818181823,0.19,78,264,10618,261,10911,22054,0.49,0.51,0.02,0.5,-0.01,0.02,0.02,0.02,0.49,-0.0,-0.03,,True,15,0.11407074368249352,0.040000000000000036,4910,220,10856,135652,11498,81708,239714,0.61,0.39,0.09,0.49,0.26,0.12,0.08,0.1,0.59,0.03,-0.0,,0.07,0.18,0.15358578244437673,3484.0,0.15269958238208228,0.14490587650235712,12323.0,0.73,0.22,0.12,0.14,0.25,0.09,0.16,-0.2727272727272727,0.17,0.09,0.16,0.14910424827035354,800.0,0.1193281758924368,0.1201521003021992,7168.0,0.87,0.1,0.06,0.27,0.13,0.04,0.06,-0.4,0.15,0.1,0.22,0.16373137929320292,2618.0,0.18813539344768154,0.1484220160350063,5294.0,0.64,0.33,0.18,0.21,0.4,0.14,0.25,-0.24242424242424246,0.22
VariableDeclarationUsageDistance,0.07,0.19,0.1522160598626973,3176.0,0.1564319269308496,0.14509420377381455,28511.0,0.83,0.1,0.13,0.35,0.13,0.07,0.07,-0.29999999999999993,0.19,47,236,10678,201,10939,22054,0.49,0.51,0.02,0.54,0.07,0.02,0.02,0.02,0.49,0.0,-0.02,,True,34,0.20407302522344298,0.08999999999999997,2813,273,5756,140526,6624,86808,239714,0.61,0.39,0.05,0.46,0.2,0.06,0.05,0.06,0.6,0.01,-0.01,,0.0,0.16,0.14342807639436456,1008.0,0.15826555238273365,0.14751241136050647,14799.0,0.85,0.06,0.1,-0.07,0.06,0.04,0.06,0.0,0.15,-0.03,0.07,0.09592233857346312,38.0,0.12344318518352755,0.12397777355527992,7930.0,0.95,0.0,0.03,-0.42,0.0,0.0,0.01,,0.04,0.03,0.21,0.15410091823731276,2130.0,0.19698275691943584,0.15458103929820965,5782.0,0.67,0.27,0.15,0.05,0.28,0.11,0.24,-0.11111111111111116,0.21
AvoidEscapedUnicodeCharacters,0.02,0.19,0.1502274371408343,220.0,0.1596319074512687,0.14613068231115206,31467.0,0.9,0.01,0.13,0.33,0.01,0.01,0.01,0.0,0.19,57,14,10871,8,11161,22054,0.49,0.51,0.0,0.64,0.26,0.0,0.0,0.0,0.49,0.0,-0.03,,False,109,0.03792723577649944,0.05000000000000005,216,11,1161,145204,1946,91403,239714,0.61,0.39,0.01,0.37,-0.03,0.01,0.01,0.01,0.61,-0.0,-0.01,,-0.0,0.15,0.11132491269471352,65.0,0.15845025371028196,0.14738441652750264,15742.0,0.89,0.0,0.03,-0.7,0.0,0.0,0.0,,0.14,-0.01,0.06,0.06177441237282137,5.0,0.1232449738629376,0.12392336579004705,7963.0,0.95,0.0,0.0,-1.0,0.0,0.0,0.0,,0.02,0.01,0.21,0.16195656307374404,150.0,0.1993575896665114,0.15435729771023893,7762.0,0.84,0.02,0.18,0.24,0.02,0.02,0.02,0.0,0.21
IllegalType,0.04,0.19,0.15163760310471516,1566.0,0.1583365308981066,0.14573459723547535,30121.0,0.86,0.05,0.13,0.35,0.07,0.05,0.04,-0.20000000000000007,0.19,106,89,10804,75,11086,22054,0.49,0.51,0.01,0.54,0.07,0.01,0.01,0.01,0.49,0.0,-0.03,,True,36,0.10397898125670807,0.07999999999999996,1319,110,3791,144378,2772,88773,239714,0.62,0.39,0.03,0.58,0.5,0.04,0.02,0.04,0.61,0.02,0.01,,0.01,0.16,0.14249341339568572,461.0,0.15829493014092752,0.14739530100001424,15346.0,0.87,0.03,0.1,-0.03,0.03,0.02,0.03,0.0,0.15,0.01,0.14,0.12678729519655468,35.0,0.12311703485101155,0.12388853459627415,7933.0,0.95,0.0,0.06,0.26,0.01,0.01,0.0,,0.12,0.0,0.2,0.15459207760668547,1070.0,0.1992653042628377,0.1544946056742302,6842.0,0.76,0.14,0.15,0.03,0.14,0.08,0.14,0.0,0.2
FinalClass,0.04,0.19,0.15922417003696354,1596.0,0.15838065285558134,0.14531102532797213,30091.0,0.86,0.05,0.13,0.33,0.07,0.05,0.04,-0.20000000000000007,0.19,134,43,10827,52,11132,22054,0.49,0.51,0.0,0.45,-0.11,0.0,0.0,0.0,0.49,-0.0,-0.03,,True,52,0.04979650642993279,0.06000000000000005,1132,78,3338,143720,3430,89226,239714,0.61,0.39,0.03,0.49,0.28,0.04,0.02,0.03,0.61,0.01,-0.0,,0.02,0.17,0.15209935058816892,738.0,0.15786235513429933,0.1469929268680246,15069.0,0.86,0.05,0.12,0.21,0.06,0.04,0.05,0.0,0.16,0.0,0.12,0.13803735912416235,134.0,0.12318616558110095,0.12365470817890595,7834.0,0.94,0.02,0.05,0.16,0.02,0.01,0.02,0.0,0.1,0.03,0.22,0.16414944502108386,724.0,0.1978247042844216,0.15340155945123654,7188.0,0.79,0.09,0.15,0.06,0.1,0.06,0.08,-0.11111111111111104,0.22
MagicNumber,0.12,0.19,0.1555674538998216,9989.0,0.14806902690096374,0.14009015172081002,21698.0,0.67,0.32,0.13,0.34,0.42,0.11,0.25,-0.21875,0.19,133,533,10394,485,10642,22054,0.5,0.51,0.05,0.52,0.03,0.05,0.04,0.05,0.49,0.0,-0.02,,True,18,0.54381063586288,0.040000000000000036,7676,339,23598,123145,24005,68966,239714,0.61,0.39,0.2,0.5,0.28,0.25,0.16,0.2,0.57,0.08,-0.0,,0.04,0.17,0.15060706511920186,4486.0,0.15460910406458026,0.14573235817048355,11321.0,0.68,0.28,0.11,0.11,0.32,0.09,0.26,-0.07142857142857151,0.16,0.04,0.14,0.1646828748568806,616.0,0.12160035885952175,0.1197307455304806,7352.0,0.89,0.08,0.08,0.83,0.14,0.06,0.08,0.0,0.12,0.06,0.21,0.15579901276827754,4887.0,0.18792272404854785,0.15168397061652092,3025.0,0.43,0.62,0.15,0.06,0.66,0.14,0.56,-0.096774193548387,0.21
NoWhitespaceAfter,0.04,0.19,0.15943393116888965,1745.0,0.15835313083574848,0.14523304875302104,29942.0,0.86,0.06,0.13,0.32,0.07,0.05,0.05,-0.16666666666666666,0.19,108,131,10781,98,11044,22054,0.49,0.51,0.01,0.57,0.13,0.01,0.01,0.01,0.49,0.0,-0.02,,False,104,0.30838732209943065,0.09999999999999998,1342,150,5356,142212,4938,87208,239714,0.62,0.39,0.04,0.52,0.35,0.06,0.03,0.05,0.6,0.02,0.0,,0.01,0.17,0.15613428942379887,607.0,0.158084977961807,0.14688157704635751,15200.0,0.87,0.04,0.12,0.14,0.04,0.03,0.04,0.0,0.16,0.13,0.3,0.2926581604073566,62.0,0.12181241450970882,0.12066686074250267,7906.0,0.95,0.01,0.34,6.5,0.06,0.05,0.01,0.0,0.32,-0.03,0.19,0.1471623473346094,1076.0,0.20120960054870826,0.1555671956137291,6836.0,0.75,0.14,0.13,-0.13,0.12,0.07,0.15,0.0714285714285714,0.19
MultipleStringLiterals,0.13,0.18,0.15229397059774408,12405.0,0.14441864056095574,0.13995454175060845,19282.0,0.61,0.39,0.13,0.34,0.53,0.12,0.32,-0.17948717948717952,0.17,145,704,10180,699,10471,22054,0.49,0.51,0.06,0.5,-0.01,0.06,0.06,0.06,0.49,-0.0,-0.03,,True,24,0.3338142511088357,0.040000000000000036,10345,385,21892,123558,23592,70672,239714,0.61,0.39,0.19,0.48,0.25,0.24,0.16,0.19,0.57,0.06,-0.01,,0.04,0.17,0.14752729206393225,5777.0,0.15355108888013366,0.14687982551798184,10030.0,0.62,0.37,0.12,0.12,0.41,0.1,0.34,-0.08108108108108103,0.16,0.01,0.13,0.12047525987410422,503.0,0.12291278694317848,0.12413059886743125,7465.0,0.9,0.06,0.05,0.01,0.06,0.03,0.06,0.0,0.11,0.06,0.2,0.15591041545651754,6125.0,0.18299879759250626,0.14841926030374478,1787.0,0.32,0.77,0.16,0.08,0.83,0.15,0.74,-0.038961038961038974,0.2
NoWhitespaceBefore,0.03,0.18,0.16027133300145632,1035.0,0.15903510709742555,0.14561314230318126,30652.0,0.88,0.03,0.13,0.31,0.04,0.03,0.03,0.0,0.17,121,151,10760,119,11024,22054,0.49,0.51,0.01,0.56,0.1,0.01,0.01,0.01,0.49,0.0,-0.02,,False,77,0.03838935065050491,0.18999999999999995,918,216,1430,145254,1896,91134,239714,0.61,0.39,0.01,0.43,0.11,0.02,0.01,0.02,0.61,0.0,-0.0,,-0.01,0.15,0.14028724536863205,304.0,0.15865066965076152,0.1473806266023752,15503.0,0.88,0.02,0.07,-0.3,0.01,0.01,0.02,0.0,0.14,0.01,0.14,0.11352992506505274,37.0,0.1231409570776497,0.12394986290664625,7931.0,0.95,0.0,0.11,1.39,0.01,0.01,0.0,,0.12,0.0,0.2,0.16735303375682728,694.0,0.19930061520807613,0.15321728826959133,7218.0,0.79,0.09,0.16,0.07,0.09,0.06,0.11,0.22222222222222232,0.2
NonEmptyAtclauseDescription,0.05,0.18,0.15716300805616848,2901.0,0.15770972258269733,0.14485665423759375,28786.0,0.83,0.09,0.13,0.31,0.12,0.07,0.08,-0.11111111111111104,0.17,35,125,10721,158,11050,22054,0.49,0.51,0.01,0.44,-0.13,0.01,0.01,0.01,0.49,-0.0,-0.03,,True,63,0.08240482693938697,0.06000000000000005,2531,162,8942,140259,6891,83622,239714,0.62,0.39,0.07,0.56,0.46,0.1,0.05,0.09,0.6,0.04,0.01,,-0.02,0.15,0.14956349994680512,1097.0,0.1590800889876498,0.14706234537934182,14710.0,0.84,0.07,0.09,-0.12,0.06,0.04,0.08,0.1428571428571428,0.14,-0.0,0.12,0.1133725230946687,158.0,0.12325932596022635,0.12411078677252932,7810.0,0.94,0.02,0.04,-0.16,0.02,0.01,0.01,-0.5,0.1,0.03,0.21,0.16031921145814074,1646.0,0.19743195491669474,0.1528775476518597,6266.0,0.71,0.21,0.16,0.13,0.24,0.11,0.19,-0.09523809523809523,0.21
JavadocParagraph,0.05,0.17,0.16057736579393167,6070.0,0.15631222596426184,0.142327973523936,25617.0,0.76,0.19,0.13,0.28,0.25,0.09,0.2,0.05263157894736836,0.16,104,321,10517,362,10854,22054,0.49,0.51,0.03,0.47,-0.07,0.03,0.03,0.03,0.49,-0.0,-0.03,,False,5,0.1771002375584111,0.07999999999999996,5328,486,15358,132656,14494,77206,239714,0.62,0.39,0.12,0.51,0.33,0.17,0.1,0.14,0.59,0.05,0.01,,-0.01,0.15,0.15736151932701067,2708.0,0.15931433923267738,0.1450647286765879,13099.0,0.76,0.17,0.11,0.07,0.18,0.07,0.21,0.23529411764705865,0.14,-0.01,0.12,0.12914172096443,514.0,0.12341686059863755,0.1235375763806386,7454.0,0.9,0.06,0.04,-0.1,0.06,0.02,0.08,0.3333333333333335,0.1,0.02,0.2,0.16313076427124154,2848.0,0.19696731516893848,0.1493816088928888,5064.0,0.61,0.36,0.16,0.09,0.39,0.13,0.41,0.13888888888888884,0.2
LocalVariableName,0.02,0.17,0.1535758623892117,1282.0,0.15937628625134834,0.14584175912854755,30405.0,0.87,0.04,0.13,0.27,0.05,0.04,0.05,0.25,0.16,9,87,10800,79,11088,22054,0.49,0.51,0.01,0.52,0.03,0.01,0.01,0.01,0.49,0.0,-0.03,,False,76,0.3365727565228753,0.07999999999999996,1105,90,5217,142329,4821,87347,239714,0.62,0.39,0.04,0.52,0.35,0.06,0.03,0.05,0.6,0.02,0.0,,-0.03,0.13,0.1350112704912035,357.0,0.1591089821859246,0.14745643136024494,15450.0,0.88,0.02,0.06,-0.37,0.01,0.01,0.03,0.5,0.11,-0.07,0.04,0.029348529179848686,94.0,0.1241697581710169,0.12428259923733545,7874.0,0.94,0.01,0.0,-1.0,0.0,0.0,0.03,2.0,-0.0,0.01,0.2,0.15753153687450538,831.0,0.1991088169554211,0.15414546063106788,7081.0,0.78,0.11,0.17,0.14,0.12,0.07,0.13,0.18181818181818188,0.2
AtclauseOrder,-0.0,0.16,0.16789254371696294,1327.0,0.15985695865070562,0.14515695439012927,30360.0,0.87,0.04,0.13,0.34,0.06,0.04,0.05,0.25,0.15,51,103,10740,139,11072,22054,0.49,0.51,0.01,0.43,-0.16,0.01,0.01,0.01,0.49,-0.0,-0.03,,False,103,0.06231678866446801,0.29000000000000004,504,209,16147,134736,12414,76417,239714,0.63,0.39,0.12,0.57,0.46,0.17,0.08,0.15,0.59,0.07,0.03,,-0.02,0.14,0.16873399088582786,524.0,0.1589468554958011,0.14643782904647856,15283.0,0.87,0.03,0.13,0.26,0.04,0.03,0.05,0.6666666666666667,0.12,-0.09,0.06,0.07823050113560218,236.0,0.12519415533622485,0.12450240648155955,7732.0,0.93,0.03,0.02,-0.62,0.01,0.01,0.05,0.6666666666666667,0.02,0.03,0.22,0.17152323144366197,567.0,0.19823979074657905,0.15304285742821358,7345.0,0.81,0.07,0.18,0.26,0.09,0.06,0.07,0.0,0.22
PackageDeclaration,0.03,0.23,0.11740515663388945,94.0,0.15962406344786426,0.14620491628782792,31593.0,0.9,0.0,0.12,0.18,0.0,0.0,0.0,,0.24,98,5,10873,6,11170,22054,0.49,0.51,0.0,0.45,-0.1,0.0,0.0,0.0,0.49,-0.0,-0.03,,False,141,0.003032920476441598,0.31000000000000005,25,11,15,147024,126,92549,239714,0.61,0.39,0.0,0.11,-0.72,0.0,0.0,0.0,0.61,-0.0,-0.0,,0.02,0.22,0.09821362196991308,65.0,0.15818768703136168,0.14737709736097165,15742.0,0.89,0.0,0.08,-0.25,0.0,0.0,0.0,,0.22,0.02,0.19,0.15253142786642634,8.0,0.12313723368021873,0.12386030721086687,7960.0,0.95,0.0,0.12,1.77,0.0,0.0,0.0,,0.19,0.03,0.29,0.141562031273116,21.0,0.19929541086888336,0.1544693429898285,7891.0,0.85,0.0,0.24,0.64,0.0,0.0,0.0,,0.31
