feature,Pearson,positive_corrective_rate_avg,positive_corrective_rate_std,positive_files_num,negative_corrective_rate_avg,negative_corrective_rate_std,negative_files_num,accuracy,hit_rate,precision,precision_lift,recall,Jaccard,prob_in_reduced_risk,lift_in_reduced_risk,CCP,cochange_Unnamed: 0,cochange_true_positives,cochange_true_negatives,cochange_false_positives,cochange_false_negatives,cochange_samples,cochange_accuracy,cochange_positive_rate,cochange_hit_rate,cochange_precision,cochange_precision_lift,cochange_recall,cochange_fpr,cochange_jaccard,cochange_independent_prob,cochange_lift_over_independent,cochange_lift_over_majority,cochange_comment,monotonicity,Unnamed: 0,line_pearson,removal_probability,true_positives,false_positives,twins_true_positives,twins_true_negatives,twins_false_positives,twins_false_negatives,twins_samples,twins_accuracy,twins_positive_rate,twins_hit_rate,twins_precision,twins_precision_lift,twins_recall,twins_fpr,twins_jaccard,twins_independent_prob,twins_lift_over_independent,twins_lift_over_majority,twins_comment,control_medium_Pearson,control_medium_positive_corrective_rate_avg,control_medium_positive_corrective_rate_std,control_medium_positive_files_num,control_medium_negative_corrective_rate_avg,control_medium_negative_corrective_rate_std,control_medium_negative_files_num,control_medium_accuracy,control_medium_hit_rate,control_medium_precision,control_medium_precision_lift,control_medium_recall,control_medium_Jaccard,control_medium_prob_in_reduced_risk,control_medium_lift_in_reduced_risk,control_medium_CCP,control_short_Pearson,control_short_positive_corrective_rate_avg,control_short_positive_corrective_rate_std,control_short_positive_files_num,control_short_negative_corrective_rate_avg,control_short_negative_corrective_rate_std,control_short_negative_files_num,control_short_accuracy,control_short_hit_rate,control_short_precision,control_short_precision_lift,control_short_recall,control_short_Jaccard,control_short_prob_in_reduced_risk,control_short_lift_in_reduced_risk,control_short_CCP,control_long_Pearson,control_long_positive_corrective_rate_avg,control_long_positive_corrective_rate_std,control_long_positive_files_num,control_long_negative_corrective_rate_avg,control_long_negative_corrective_rate_std,control_long_negative_files_num,control_long_accuracy,control_long_hit_rate,control_long_precision,control_long_precision_lift,control_long_recall,control_long_Jaccard,control_long_prob_in_reduced_risk,control_long_lift_in_reduced_risk,control_long_CCP
DefaultComesLast,0.0,0.16,0.1343115499775116,89.0,0.15982848378838765,0.14621105078020727,31598.0,0.9,0.0,0.08,-0.21,0.0,0.0,0.0,,0.15,62,3,10879,0,11172,22054,0.49,0.51,0.0,1.0,0.97,0.0,0.0,0.0,0.49,0.0,-0.03,,False,135,0.03068982610394488,0.020000000000000014,63,1,1391,145845,1305,91173,239714,0.61,0.39,0.01,0.52,0.34,0.02,0.01,0.01,0.61,0.0,0.0,,0.0,0.16,0.12016139353409427,11.0,0.1584209758535301,0.14727235048530873,15796.0,0.9,0.0,0.09,-0.12,0.0,0.0,0.0,,0.15,,,,,0.12320823190045843,0.123900883307329,7968.0,0.95,0.0,0.0,-1.0,0.0,0.0,0.0,,,-0.02,0.16,0.13689964715881925,78.0,0.19991313561149848,0.1546261673419011,7834.0,0.85,0.01,0.08,-0.47,0.01,0.0,0.02,1.0,0.15
SuperFinalize,-0.0,0.13,0.132086379902431,13.0,0.15984497376855647,0.1461834627098566,31674.0,0.9,0.0,0.08,-0.22,0.0,0.0,0.0,,0.11,74,0,10877,2,11175,22054,0.49,0.51,0.0,0.0,-1.0,0.0,0.0,0.0,0.49,-0.0,-0.03,,False,146,0.036086203113642135,0.06000000000000005,15,1,10,147127,23,92554,239714,0.61,0.39,0.0,0.3,-0.22,0.0,0.0,0.0,0.61,-0.0,-0.0,,-0.0,0.12,0.1383601045045808,4.0,0.15843213748609095,0.14725739818343486,15803.0,0.9,0.0,0.0,-1.0,0.0,0.0,0.0,,0.1,-0.01,0.0,,1.0,0.12322369672183416,0.12390096904997247,7967.0,0.95,0.0,0.0,-1.0,0.0,0.0,0.0,,-0.05,-0.01,0.15,0.13636520133936084,8.0,0.1995829249329361,0.15451781079969712,7904.0,0.85,0.0,0.12,-0.14,0.0,0.0,0.0,,0.14
EmptyForInitializerPad,0.0,0.19,0.15169247389277565,15.0,0.15982039273662973,0.14617555499757445,31672.0,0.9,0.0,0.07,-0.33,0.0,0.0,0.0,,0.19,69,2,10878,1,11173,22054,0.49,0.51,0.0,0.67,0.32,0.0,0.0,0.0,0.49,0.0,-0.03,,False,134,0.01510955890918564,0.4300000000000001,4,3,52,147141,9,92512,239714,0.61,0.39,0.0,0.85,1.21,0.0,0.0,0.0,0.61,0.0,0.0,,-0.01,0.09,0.06615235537974418,4.0,0.15843976884030206,0.1472643312107266,15803.0,0.9,0.0,0.0,-1.0,0.0,0.0,0.0,,0.06,,,,,0.12320823190045843,0.123900883307329,7968.0,0.95,0.0,0.0,-1.0,0.0,0.0,0.0,,,0.01,0.22,0.1611317712867211,11.0,0.19950444500551934,0.15449822206468428,7901.0,0.85,0.0,0.09,-0.38,0.0,0.0,0.0,,0.22
NoLineWrap,0.0,0.18,0.10265253275760156,14.0,0.1598270166081953,0.14619420569616862,31673.0,0.9,0.0,0.07,-0.28,0.0,0.0,0.0,,0.17,81,1,10876,3,11174,22054,0.49,0.51,0.0,0.25,-0.51,0.0,0.0,0.0,0.49,-0.0,-0.03,,False,140,0.004941802995296936,0.27,11,4,0,147150,0,92564,239714,0.61,0.39,0.0,0.0,-1.0,0.0,0.0,0.0,0.61,0.0,0.0,,-0.0,0.11,0.05167318785594,2.0,0.15842901550523358,0.147260018436297,15805.0,0.9,0.0,0.0,-1.0,0.0,0.0,0.0,,0.09,,,,,0.12320823190045843,0.123900883307329,7968.0,0.95,0.0,0.0,-1.0,0.0,0.0,0.0,,,-0.0,0.19,0.10672127292472,12.0,0.1995578879985466,0.15456466721338166,7900.0,0.85,0.0,0.08,-0.43,0.0,0.0,0.0,,0.19
LambdaParameterName,0.0,0.17,0.12456235667082025,145.0,0.15978600772460594,0.1462690245939505,31542.0,0.9,0.0,0.07,-0.3,0.0,0.0,0.0,,0.16,125,2,10877,2,11173,22054,0.49,0.51,0.0,0.5,-0.01,0.0,0.0,0.0,0.49,-0.0,-0.03,,False,144,0.005338265252047207,0.06000000000000005,45,3,205,147085,65,92359,239714,0.61,0.39,0.0,0.76,0.97,0.0,0.0,0.0,0.61,0.0,0.0,,-0.01,0.14,0.09069209470030308,80.0,0.15851244841595422,0.1474808817164039,15727.0,0.89,0.01,0.01,-0.88,0.0,0.0,0.0,-1.0,0.12,-0.0,0.1,0.11087555379682246,5.0,0.1232199503340607,0.12391397994485034,7963.0,0.95,0.0,0.0,-1.0,0.0,0.0,0.0,,0.07,0.01,0.21,0.14986351976847287,60.0,0.1994198312406903,0.15453779999503972,7852.0,0.85,0.01,0.15,0.03,0.01,0.01,0.0,-1.0,0.21
MissingOverride,0.0,0.17,0.12797968584852235,70.0,0.15981471918254014,0.14621604604175772,31617.0,0.9,0.0,0.07,-0.28,0.0,0.0,0.0,,0.16,109,5,10865,14,11170,22054,0.49,0.51,0.0,0.26,-0.48,0.0,0.0,0.0,0.49,-0.0,-0.03,,False,137,0.13024632157551214,0.16000000000000006,68,13,305,146868,282,92259,239714,0.61,0.39,0.0,0.52,0.35,0.0,0.0,0.0,0.61,0.0,0.0,,-0.0,0.16,0.13698944989856526,9.0,0.15842505036686982,0.1472618026067665,15798.0,0.9,0.0,0.11,0.08,0.0,0.0,0.0,,0.15,,,,,0.12320823190045843,0.123900883307329,7968.0,0.95,0.0,0.0,-1.0,0.0,0.0,0.0,,,-0.02,0.17,0.12768585046475614,61.0,0.19976306698712626,0.1546750737343533,7851.0,0.85,0.01,0.07,-0.55,0.0,0.0,0.01,0.0,0.16
JavadocPackage,-0.03,0.15,0.1350686317406329,5113.0,0.1616168449260215,0.14815486107167875,26574.0,0.76,0.16,0.07,-0.25,0.12,0.05,0.16,0.0,0.14,1,152,10743,136,11023,22054,0.49,0.51,0.01,0.53,0.04,0.01,0.01,0.01,0.49,0.0,-0.03,,False,42,-0.027666017782257742,0.07999999999999996,3195,288,7483,137188,9962,85081,239714,0.6,0.39,0.07,0.43,0.11,0.08,0.07,0.07,0.6,0.01,-0.02,,-0.02,0.15,0.13876341812296794,2607.0,0.15958176632772245,0.14884912932895045,13200.0,0.76,0.16,0.09,-0.17,0.14,0.06,0.16,0.0,0.14,0.01,0.13,0.11110371640054917,1594.0,0.12230960342449412,0.12689180713913215,6374.0,0.77,0.2,0.04,-0.18,0.16,0.03,0.17,-0.15000000000000002,0.11,-0.03,0.19,0.15303272072126425,912.0,0.20124647275865692,0.1546185398632097,7000.0,0.76,0.12,0.11,-0.25,0.09,0.05,0.13,0.08333333333333348,0.19
LeftCurly,-0.04,0.15,0.13360359139383787,4991.0,0.162179038229575,0.14829428887313448,26696.0,0.77,0.16,0.07,-0.27,0.12,0.05,0.16,0.0,0.14,19,320,10513,366,10855,22054,0.49,0.51,0.03,0.47,-0.08,0.03,0.03,0.03,0.49,-0.01,-0.03,,False,85,0.21625721496947606,0.07999999999999996,3102,279,10705,129840,17310,81859,239714,0.59,0.39,0.12,0.38,-0.01,0.12,0.12,0.1,0.59,-0.0,-0.04,,-0.08,0.13,0.12744561352878545,2340.0,0.16307459502664148,0.14994566160919376,13467.0,0.77,0.15,0.07,-0.35,0.1,0.04,0.17,0.13333333333333353,0.11,0.02,0.13,0.117039201441417,750.0,0.12243528801540852,0.1245744241121243,7218.0,0.87,0.09,0.03,-0.35,0.06,0.02,0.07,-0.2222222222222221,0.11,-0.1,0.17,0.14285367682975528,1901.0,0.2078968764694547,0.15709220679924596,6011.0,0.66,0.24,0.1,-0.34,0.16,0.06,0.3,0.25,0.16
UpperEll,-0.01,0.14,0.1365735474640659,102.0,0.15989557302976093,0.14620506110399178,31585.0,0.9,0.0,0.07,-0.31,0.0,0.0,0.0,,0.12,67,6,10867,12,11169,22054,0.49,0.51,0.0,0.33,-0.34,0.0,0.0,0.0,0.49,-0.0,-0.03,,False,115,0.031561128540052004,0.17000000000000004,81,17,113,146984,166,92451,239714,0.61,0.39,0.0,0.41,0.05,0.0,0.0,0.0,0.61,0.0,-0.0,,-0.01,0.11,0.11804014017010067,28.0,0.15850583740134366,0.14728878460950928,15779.0,0.9,0.0,0.07,-0.31,0.0,0.0,0.0,,0.09,,,,,0.12320823190045843,0.123900883307329,7968.0,0.95,0.0,0.0,-1.0,0.0,0.0,0.0,,,-0.03,0.15,0.14217295282801076,74.0,0.1999891393220932,0.15454902021089148,7838.0,0.85,0.01,0.07,-0.54,0.0,0.0,0.02,1.0,0.14
OneStatementPerLine,0.01,0.17,0.12203949335418478,340.0,0.15974736863757374,0.1464163060494308,31347.0,0.89,0.01,0.06,-0.35,0.01,0.01,0.01,0.0,0.16,6,18,10848,31,11157,22054,0.49,0.51,0.0,0.37,-0.28,0.0,0.0,0.0,0.49,-0.0,-0.03,,False,117,0.14123812674714487,0.11,286,36,4179,143131,4019,88385,239714,0.61,0.39,0.03,0.51,0.32,0.05,0.03,0.04,0.61,0.01,0.0,,-0.01,0.15,0.10570870822382443,76.0,0.15847938019977784,0.14742464030422303,15731.0,0.89,0.0,0.01,-0.87,0.0,0.0,0.0,,0.14,-0.0,0.12,0.06823283032659437,7.0,0.12320911965375253,0.12394119029353468,7961.0,0.95,0.0,0.0,-1.0,0.0,0.0,0.0,,0.1,-0.03,0.18,0.12686978382410455,257.0,0.20035190505499748,0.15528303932514326,7655.0,0.83,0.03,0.08,-0.44,0.02,0.02,0.03,0.0,0.17
NewlineAtEndOfFile,-0.03,0.15,0.11605420003200027,2140.0,0.16090333729597567,0.14806550241861988,29547.0,0.84,0.07,0.06,-0.42,0.04,0.02,0.05,-0.2857142857142857,0.14,136,88,10785,94,11087,22054,0.49,0.51,0.01,0.48,-0.05,0.01,0.01,0.01,0.49,-0.0,-0.03,,False,2,-0.02654618144565604,0.13,1264,182,1925,143579,3571,90639,239714,0.61,0.39,0.02,0.35,-0.09,0.02,0.02,0.02,0.61,-0.0,-0.01,,-0.02,0.14,0.1164528282068647,929.0,0.15926706971145246,0.14892672258602568,14878.0,0.84,0.06,0.05,-0.5,0.03,0.02,0.04,-0.3333333333333333,0.12,-0.01,0.12,0.08534963497661882,803.0,0.12381329004211247,0.12748730706415407,7165.0,0.86,0.1,0.02,-0.56,0.04,0.01,0.06,-0.4,0.1,-0.0,0.2,0.1453205961651501,408.0,0.19956199637069225,0.1549921428171349,7504.0,0.82,0.05,0.14,-0.02,0.05,0.04,0.05,0.0,0.2
RedundantImport,-0.01,0.14,0.11540675229465967,102.0,0.15990178517818676,0.14626252521869862,31585.0,0.9,0.0,0.06,-0.41,0.0,0.0,0.0,,0.12,52,12,10868,11,11163,22054,0.49,0.51,0.0,0.52,0.03,0.0,0.0,0.0,0.49,0.0,-0.03,,False,112,0.0060874251963769005,0.08999999999999997,247,23,241,146725,425,92323,239714,0.61,0.39,0.0,0.36,-0.06,0.0,0.0,0.0,0.61,-0.0,-0.0,,-0.02,0.11,0.11520201933893776,43.0,0.15855688149202266,0.14731064002325012,15764.0,0.89,0.0,0.05,-0.55,0.0,0.0,0.0,,0.09,0.01,0.16,0.08500530898313159,17.0,0.12312269710169718,0.12396081463130865,7951.0,0.95,0.0,0.0,-1.0,0.0,0.0,0.0,,0.15,-0.02,0.16,0.121750946814029,42.0,0.19975332151936606,0.1546334304521106,7870.0,0.85,0.01,0.1,-0.35,0.0,0.0,0.01,0.0,0.15
CustomImportOrder,-0.02,0.14,0.145160676839777,641.0,0.1603093255679204,0.14616210733925608,31046.0,0.88,0.02,0.06,-0.4,0.01,0.01,0.03,0.5,0.12,55,28,10853,26,11147,22054,0.49,0.51,0.0,0.52,0.02,0.0,0.0,0.0,0.49,0.0,-0.03,,False,89,-0.0027588962640051336,0.09999999999999998,490,52,125,146956,194,92439,239714,0.61,0.39,0.0,0.39,0.01,0.0,0.0,0.0,0.61,0.0,-0.0,,-0.04,0.11,0.12783551073262098,341.0,0.15939033875277814,0.14750821907956838,15466.0,0.88,0.02,0.04,-0.6,0.01,0.01,0.04,1.0,0.09,0.03,0.15,0.1537921366026193,161.0,0.1227125164310468,0.12317099789999712,7807.0,0.94,0.02,0.05,0.1,0.02,0.02,0.01,-0.5,0.14,-0.02,0.18,0.1639171605060208,139.0,0.19989910287587556,0.15431295780326867,7773.0,0.84,0.02,0.12,-0.21,0.01,0.01,0.03,0.5,0.17
UnnecessarySemicolonInTryWithResources,0.0,0.16,0.10478950687396417,41.0,0.15983066151973366,0.14622425475384376,31646.0,0.9,0.0,0.05,-0.51,0.0,0.0,0.0,,0.15,99,1,10878,1,11174,22054,0.49,0.51,0.0,0.5,-0.01,0.0,0.0,0.0,0.49,-0.0,-0.03,,False,148,0.012794488770365313,0.040000000000000036,26,1,0,147150,0,92564,239714,0.61,0.39,0.0,0.0,-1.0,0.0,0.0,0.0,0.61,0.0,0.0,,-0.01,0.13,0.10922217478170143,17.0,0.15845746997794571,0.14728668346267826,15790.0,0.9,0.0,0.0,-1.0,0.0,0.0,0.0,,0.11,-0.0,0.09,0.016317848796612636,2.0,0.12321695564975264,0.12391507955075905,7966.0,0.95,0.0,0.0,-1.0,0.0,0.0,0.0,,0.06,-0.0,0.2,0.09500438422141784,22.0,0.1995451704430944,0.1546370886218167,7890.0,0.85,0.0,0.09,-0.38,0.0,0.0,0.0,,0.2
IllegalImport,-0.0,0.16,0.13416347017961225,20.0,0.15983525279183214,0.14618628553483815,31667.0,0.9,0.0,0.05,-0.5,0.0,0.0,0.0,,0.15,23,2,10874,5,11173,22054,0.49,0.51,0.0,0.29,-0.44,0.0,0.0,0.0,0.49,-0.0,-0.03,,False,145,0.010871394765520131,0.33,12,6,124,147022,128,92440,239714,0.61,0.39,0.0,0.49,0.27,0.0,0.0,0.0,0.61,0.0,-0.0,,-0.01,0.11,0.11373934727462305,5.0,0.15843931902276584,0.14726157545290858,15802.0,0.9,0.0,0.0,-1.0,0.0,0.0,0.0,,0.09,0.0,0.17,,1.0,0.12320277709504032,0.12390770309540627,7967.0,0.95,0.0,0.0,-1.0,0.0,0.0,0.0,,0.16,-0.01,0.18,0.14504944780081072,14.0,0.19958069205434734,0.15452098380164705,7898.0,0.85,0.0,0.07,-0.51,0.0,0.0,0.0,,0.17
InterfaceTypeParameterName,-0.0,0.15,0.11287092846673374,38.0,0.15984533789204994,0.14621351603772928,31649.0,0.9,0.0,0.05,-0.47,0.0,0.0,0.0,,0.14,65,1,10878,1,11174,22054,0.49,0.51,0.0,0.5,-0.01,0.0,0.0,0.0,0.49,-0.0,-0.03,,False,142,0.0045972682532185,0.040000000000000036,23,1,35,147103,47,92529,239714,0.61,0.39,0.0,0.43,0.11,0.0,0.0,0.0,0.61,0.0,-0.0,,0.0,0.16,0.09880036295301034,13.0,0.15841798589565298,0.14728744200443653,15794.0,0.9,0.0,0.0,-1.0,0.0,0.0,0.0,,0.15,-0.01,0.09,0.07076011535567407,9.0,0.12324436990197718,0.12394595846351635,7959.0,0.95,0.0,0.0,-1.0,0.0,0.0,0.0,,0.06,-0.01,0.17,0.1347972132615422,16.0,0.19959340041285809,0.1545393572000435,7896.0,0.85,0.0,0.12,-0.14,0.0,0.0,0.0,,0.16
UncommentedMain,-0.06,0.11,0.12127586247792935,814.0,0.16120239909368622,0.14652959504304852,30873.0,0.88,0.03,0.05,-0.52,0.01,0.01,0.04,0.3333333333333335,0.09,110,8,10877,2,11167,22054,0.49,0.51,0.0,0.8,0.58,0.0,0.0,0.0,0.49,0.0,-0.03,,False,39,0.013821374169967348,0.020000000000000014,519,10,562,146075,1075,92002,239714,0.61,0.39,0.01,0.34,-0.11,0.01,0.01,0.01,0.61,-0.0,-0.0,,-0.04,0.12,0.12251210555689693,327.0,0.15930452320803487,0.1476062853616071,15480.0,0.88,0.02,0.05,-0.55,0.01,0.01,0.03,0.5,0.1,-0.09,0.07,0.10006417117483746,325.0,0.12547082826656933,0.12431513371350615,7643.0,0.92,0.04,0.02,-0.52,0.02,0.01,0.08,1.0,0.04,-0.03,0.17,0.13128488077790734,162.0,0.20023149774423435,0.1548789884295668,7750.0,0.84,0.02,0.1,-0.28,0.01,0.01,0.02,0.0,0.16
InterfaceIsType,-0.02,0.1,0.10979278198823446,113.0,0.16004766996187822,0.14624859325521,31574.0,0.9,0.0,0.04,-0.55,0.0,0.0,0.01,,0.07,31,2,10878,1,11173,22054,0.49,0.51,0.0,0.67,0.32,0.0,0.0,0.0,0.49,0.0,-0.03,,False,114,0.0136713501248395,0.030000000000000027,106,3,61,146993,157,92503,239714,0.61,0.39,0.0,0.28,-0.28,0.0,0.0,0.0,0.61,-0.0,-0.0,,-0.02,0.1,0.10640314184258597,51.0,0.15860697374554128,0.14733295497939033,15756.0,0.89,0.0,0.04,-0.62,0.0,0.0,0.0,,0.07,-0.02,0.09,0.10406931973746447,34.0,0.12334201328153305,0.1239676402243752,7934.0,0.95,0.0,0.03,-0.35,0.0,0.0,0.01,,0.06,-0.04,0.11,0.1251419527777869,28.0,0.1998653119820051,0.1545020110421129,7884.0,0.85,0.0,0.07,-0.51,0.0,0.0,0.01,,0.09
NoFinalizer,-0.01,0.13,0.11292846231583968,32.0,0.15986177427187626,0.14620562998499562,31655.0,0.9,0.0,0.03,-0.68,0.0,0.0,0.0,,0.11,13,2,10874,5,11173,22054,0.49,0.51,0.0,0.29,-0.44,0.0,0.0,0.0,0.49,-0.0,-0.03,,False,55,0.053841306188009724,0.13,40,6,48,147116,34,92516,239714,0.61,0.39,0.0,0.59,0.52,0.0,0.0,0.0,0.61,0.0,0.0,,-0.01,0.1,0.11237607690667416,8.0,0.15845194223427825,0.14726493255261935,15799.0,0.9,0.0,0.0,-1.0,0.0,0.0,0.0,,0.07,-0.02,0.0,0.0,2.0,0.12323916542591673,0.1239010528828616,7966.0,0.95,0.0,0.0,-1.0,0.0,0.0,0.0,,-0.05,-0.02,0.16,0.10969773147392202,22.0,0.19966020753285735,0.1545937276923774,7890.0,0.85,0.0,0.05,-0.69,0.0,0.0,0.0,,0.15
OuterTypeFilename,-0.0,0.13,,1.0,0.15983485950989135,0.14617930469621093,31686.0,0.9,0.0,0.0,-1.0,0.0,0.0,0.0,,0.11,39,0,10879,0,11175,22054,0.49,0.51,0.0,0.0,-1.0,0.0,0.0,0.0,0.49,0.0,-0.03,,False,149,-0.0014663861497079744,0.0,1,0,0,147150,0,92564,239714,0.61,0.39,0.0,0.0,-1.0,0.0,0.0,0.0,0.61,0.0,0.0,,-0.0,0.13,,1.0,0.15842491331164152,0.1472566668025889,15806.0,0.9,0.0,0.0,-1.0,0.0,0.0,0.0,,0.11,,,,,0.12320823190045843,0.123900883307329,7968.0,0.95,0.0,0.0,-1.0,0.0,0.0,0.0,,,,,,,0.19953740986400087,0.15449954887173226,7912.0,0.85,0.0,0.0,-1.0,0.0,0.0,0.0,,
RegexpOnFilename,,,,,0.15983402315661788,0.1461770738063837,31687.0,0.9,0.0,0.0,-1.0,0.0,0.0,0.0,,,116,0,10879,0,11175,22054,0.49,0.51,0.0,0.0,-1.0,0.0,0.0,0.0,0.49,0.0,-0.03,,True,151,,1.0,0,0,0,147150,0,92564,239714,0.61,0.39,0.0,0.0,-1.0,0.0,0.0,0.0,0.61,0.0,0.0,,,,,,0.15842332594022518,0.14725214371987114,15807.0,0.9,0.0,0.0,-1.0,0.0,0.0,0.0,,,,,,,0.12320823190045843,0.123900883307329,7968.0,0.95,0.0,0.0,-1.0,0.0,0.0,0.0,,,,,,,0.19953740986400087,0.15449954887173226,7912.0,0.85,0.0,0.0,-1.0,0.0,0.0,0.0,,
SuppressWarnings,,,,,0.15983402315661788,0.1461770738063837,31687.0,0.9,0.0,0.0,-1.0,0.0,0.0,0.0,,,102,0,10879,0,11175,22054,0.49,0.51,0.0,0.0,-1.0,0.0,0.0,0.0,0.49,0.0,-0.03,,True,150,,1.0,0,0,0,147150,0,92564,239714,0.61,0.39,0.0,0.0,-1.0,0.0,0.0,0.0,0.61,0.0,0.0,,,,,,0.15842332594022518,0.14725214371987114,15807.0,0.9,0.0,0.0,-1.0,0.0,0.0,0.0,,,,,,,0.12320823190045843,0.123900883307329,7968.0,0.95,0.0,0.0,-1.0,0.0,0.0,0.0,,,,,,,0.19953740986400087,0.15449954887173226,7912.0,0.85,0.0,0.0,-1.0,0.0,0.0,0.0,,
