Unnamed: 0,feature,true_positives,true_negatives,false_positives,false_negatives,samples,accuracy,positive_rate,hit_rate,precision,precision_lift,recall,fpr,jaccard,independent_prob,lift_over_independent,lift_over_majority,concept_entropy,classifier_entropy,mutual_information,comment,cochange_true_positives,cochange_true_negatives,cochange_false_positives,cochange_false_negatives,cochange_samples,cochange_accuracy,cochange_positive_rate,cochange_hit_rate,cochange_precision,cochange_precision_lift,cochange_recall,cochange_fpr,cochange_jaccard,cochange_independent_prob,cochange_lift_over_independent,cochange_lift_over_majority,cochange_concept_entropy,cochange_classifier_entropy,cochange_mutual_information,cochange_comment,cond_mean_avg_coupling_code_size_cut,cond_mean_diff_avg_coupling_code_size_cut,monotonicity,line_pearson,removal_removal_probability,removal_true_positives,removal_false_positives,twins_true_positives,twins_true_negatives,twins_false_positives,twins_false_negatives,twins_samples,twins_accuracy,twins_positive_rate,twins_hit_rate,twins_precision,twins_precision_lift,twins_recall,twins_fpr,twins_jaccard,twins_independent_prob,twins_lift_over_independent,twins_lift_over_majority,twins_concept_entropy,twins_classifier_entropy,twins_mutual_information,twins_comment,control_medium_Unnamed: 0,control_medium_true_positives,control_medium_true_negatives,control_medium_false_positives,control_medium_false_negatives,control_medium_samples,control_medium_accuracy,control_medium_positive_rate,control_medium_hit_rate,control_medium_precision,control_medium_precision_lift,control_medium_recall,control_medium_fpr,control_medium_jaccard,control_medium_independent_prob,control_medium_lift_over_independent,control_medium_lift_over_majority,control_medium_concept_entropy,control_medium_classifier_entropy,control_medium_mutual_information,control_medium_comment,control_short_Unnamed: 0,control_short_true_positives,control_short_true_negatives,control_short_false_positives,control_short_false_negatives,control_short_samples,control_short_accuracy,control_short_positive_rate,control_short_hit_rate,control_short_precision,control_short_precision_lift,control_short_recall,control_short_fpr,control_short_jaccard,control_short_independent_prob,control_short_lift_over_independent,control_short_lift_over_majority,control_short_concept_entropy,control_short_classifier_entropy,control_short_mutual_information,control_short_comment,control_long_Unnamed: 0,control_long_true_positives,control_long_true_negatives,control_long_false_positives,control_long_false_negatives,control_long_samples,control_long_accuracy,control_long_positive_rate,control_long_hit_rate,control_long_precision,control_long_precision_lift,control_long_recall,control_long_fpr,control_long_jaccard,control_long_independent_prob,control_long_lift_over_independent,control_long_lift_over_majority,control_long_concept_entropy,control_long_classifier_entropy,control_long_mutual_information,control_long_comment
91,CommentsIndentation,405.0,23349.0,2155.0,7126.0,33035.0,0.72,0.23,0.08,0.16,-0.31,0.05,0.08,0.04,0.73,-0.01,-0.07,0.77,0.39,0.0,,322,12330,308,9568,22528,0.56,0.44,0.03,0.51,0.16,0.03,0.02,0.03,0.56,0.01,0.0,0.99,0.18,0.0,,14.729502481280816,-4.38249549536018,False,0.18865339939690748,0.15000000000000002,2340,407,3114,181227,6827,69712,260880,0.71,0.28,0.04,0.31,0.12,0.04,0.04,0.04,0.7,0.0,-0.02,0.85,0.23,0.0,,67,177.0,12161.0,652.0,3544.0,16534.0,0.75,0.23,0.05,0.21,-0.05,0.05,0.05,0.04,0.75,-0.0,-0.04,0.77,0.29,0.0,,22,22.0,5815.0,39.0,2560.0,8436.0,0.69,0.31,0.01,0.36,0.18,0.01,0.01,0.01,0.69,0.0,-0.0,0.89,0.06,0.0,,81,200.0,5459.0,1470.0,936.0,8065.0,0.7,0.14,0.21,0.12,-0.15,0.18,0.21,0.08,0.71,-0.01,-0.18,0.59,0.74,0.0,
92,ParameterNumber,393.0,23393.0,2111.0,7138.0,33035.0,0.72,0.23,0.08,0.16,-0.31,0.05,0.08,0.04,0.73,-0.01,-0.07,0.77,0.39,0.0,,76,12536,102,9814,22528,0.56,0.44,0.01,0.43,-0.03,0.01,0.01,0.01,0.56,-0.0,-0.0,0.99,0.07,0.0,,15.653693489058876,-3.4583044875821223,False,0.0874238877554528,0.05000000000000005,2199,123,3554,183908,4146,69272,260880,0.72,0.28,0.03,0.46,0.65,0.05,0.02,0.05,0.71,0.02,-0.0,0.85,0.19,0.0,,81,205.0,12003.0,810.0,3516.0,16534.0,0.74,0.23,0.06,0.2,-0.1,0.06,0.06,0.05,0.74,-0.0,-0.05,0.77,0.33,0.0,,61,29.0,5785.0,69.0,2553.0,8436.0,0.69,0.31,0.01,0.3,-0.03,0.01,0.01,0.01,0.69,-0.0,-0.01,0.89,0.09,0.0,,103,150.0,5688.0,1241.0,986.0,8065.0,0.72,0.14,0.17,0.11,-0.23,0.13,0.18,0.06,0.74,-0.02,-0.16,0.59,0.66,0.0,
93,MultipleVariableDeclarations,182.0,24532.0,972.0,7349.0,33035.0,0.75,0.23,0.03,0.16,-0.31,0.02,0.04,0.02,0.75,-0.01,-0.03,0.77,0.22,0.0,,57,12581,57,9833,22528,0.56,0.44,0.01,0.5,0.14,0.01,0.0,0.01,0.56,0.0,0.0,0.99,0.05,0.0,,14.085576781464939,-5.026421195176057,False,0.09511458873994967,0.07999999999999996,853,72,4883,183130,4924,67943,260880,0.72,0.28,0.04,0.5,0.78,0.07,0.03,0.06,0.7,0.02,-0.0,0.85,0.23,0.01,,95,73.0,12510.0,303.0,3648.0,16534.0,0.76,0.23,0.02,0.19,-0.14,0.02,0.02,0.02,0.76,-0.0,-0.02,0.77,0.16,0.0,,107,2.0,5844.0,10.0,2580.0,8436.0,0.69,0.31,0.0,0.17,-0.46,0.0,0.0,0.0,0.69,-0.0,-0.0,0.89,0.02,0.0,,49,105.0,6268.0,661.0,1031.0,8065.0,0.79,0.14,0.09,0.14,-0.03,0.09,0.1,0.06,0.79,-0.0,-0.08,0.59,0.45,0.0,
94,ClassMemberImpliedModifier,348.0,23596.0,1908.0,7183.0,33035.0,0.72,0.23,0.07,0.15,-0.32,0.05,0.07,0.04,0.73,-0.01,-0.06,0.77,0.36,0.0,,61,12588,50,9829,22528,0.56,0.44,0.0,0.55,0.25,0.01,0.0,0.01,0.56,0.0,0.0,0.99,0.04,0.0,,14.48628500290234,-4.625712973738653,False,0.7404934756014749,0.040000000000000036,1877,77,4094,183298,4756,68732,260880,0.72,0.28,0.03,0.46,0.66,0.06,0.03,0.05,0.71,0.02,-0.0,0.85,0.21,0.0,,97,170.0,12106.0,707.0,3551.0,16534.0,0.74,0.23,0.05,0.19,-0.14,0.05,0.06,0.04,0.75,-0.0,-0.04,0.77,0.3,0.0,,97,16.0,5789.0,65.0,2566.0,8436.0,0.69,0.31,0.01,0.2,-0.35,0.01,0.01,0.01,0.69,-0.0,-0.01,0.89,0.08,0.0,,75,159.0,5790.0,1139.0,977.0,8065.0,0.74,0.14,0.16,0.12,-0.13,0.14,0.16,0.07,0.74,-0.01,-0.14,0.59,0.64,0.0,
95,ExecutableStatementCount,1026.0,19802.0,5702.0,6505.0,33035.0,0.63,0.23,0.2,0.15,-0.33,0.14,0.22,0.08,0.66,-0.05,-0.18,0.77,0.73,0.01,,227,12396,242,9663,22528,0.56,0.44,0.02,0.48,0.1,0.02,0.02,0.02,0.56,0.0,-0.0,0.99,0.15,0.0,,14.76535322896919,-4.346644747671807,False,0.4964445288361611,0.040000000000000036,5718,246,10397,172554,15500,62429,260880,0.7,0.28,0.1,0.4,0.44,0.14,0.08,0.12,0.68,0.04,-0.03,0.85,0.47,0.01,,85,439.0,11076.0,1737.0,3282.0,16534.0,0.7,0.23,0.13,0.2,-0.1,0.12,0.14,0.08,0.7,-0.01,-0.1,0.77,0.56,0.0,,108,2.0,5843.0,11.0,2580.0,8436.0,0.69,0.31,0.0,0.15,-0.5,0.0,0.0,0.0,0.69,-0.0,-0.0,0.89,0.02,0.0,,68,576.0,2966.0,3963.0,560.0,8065.0,0.44,0.14,0.56,0.13,-0.1,0.51,0.57,0.11,0.45,-0.03,-0.49,0.59,0.99,0.0,
96,ArrayTypeStyle,88.0,25012.0,492.0,7443.0,33035.0,0.76,0.23,0.02,0.15,-0.33,0.01,0.02,0.01,0.76,-0.0,-0.02,0.77,0.13,0.0,,30,12620,18,9860,22528,0.56,0.44,0.0,0.62,0.42,0.0,0.0,0.0,0.56,0.0,0.0,0.99,0.02,0.0,,14.593185208594527,-4.51881276804647,False,0.03923584630972978,0.09999999999999998,401,43,1087,186495,1559,71739,260880,0.72,0.28,0.01,0.41,0.47,0.01,0.01,0.01,0.72,0.0,-0.0,0.85,0.08,0.0,,78,37.0,12669.0,144.0,3684.0,16534.0,0.77,0.23,0.01,0.2,-0.09,0.01,0.01,0.01,0.77,-0.0,-0.01,0.77,0.09,0.0,,59,6.0,5840.0,14.0,2576.0,8436.0,0.69,0.31,0.0,0.3,-0.02,0.0,0.0,0.0,0.69,-0.0,-0.0,0.89,0.02,0.0,,95,44.0,6594.0,335.0,1092.0,8065.0,0.82,0.14,0.05,0.12,-0.18,0.04,0.05,0.03,0.83,-0.0,-0.04,0.59,0.27,0.0,
97,OneStatementPerLine,54.0,25202.0,302.0,7477.0,33035.0,0.76,0.23,0.01,0.15,-0.33,0.01,0.01,0.01,0.77,-0.0,-0.01,0.77,0.09,0.0,,30,12611,27,9860,22528,0.56,0.44,0.0,0.53,0.2,0.0,0.0,0.0,0.56,0.0,0.0,0.99,0.03,0.0,,14.500237767028766,-4.611760209612231,False,0.14123812674714487,0.13,289,43,4502,184749,3305,68324,260880,0.73,0.28,0.03,0.58,1.07,0.06,0.02,0.06,0.71,0.03,0.01,0.85,0.19,0.01,,124,13.0,12741.0,72.0,3708.0,16534.0,0.77,0.23,0.01,0.15,-0.32,0.0,0.01,0.0,0.77,-0.0,-0.0,0.77,0.05,0.0,,20,3.0,5849.0,5.0,2579.0,8436.0,0.69,0.31,0.0,0.38,0.23,0.0,0.0,0.0,0.69,0.0,-0.0,0.89,0.01,0.0,,26,38.0,6704.0,225.0,1098.0,8065.0,0.84,0.14,0.03,0.14,0.03,0.03,0.03,0.03,0.84,0.0,-0.03,0.59,0.21,0.0,
98,TodoComment,380.0,23358.0,2146.0,7151.0,33035.0,0.72,0.23,0.08,0.15,-0.34,0.05,0.08,0.04,0.73,-0.02,-0.07,0.77,0.39,0.0,,175,12421,217,9715,22528,0.56,0.44,0.02,0.45,0.02,0.02,0.02,0.02,0.56,0.0,-0.0,0.99,0.13,0.0,,14.555031499830148,-4.5569664768108495,False,0.1094237452549462,0.11,2077,259,2687,184108,3946,70139,260880,0.72,0.28,0.03,0.41,0.45,0.04,0.02,0.03,0.71,0.01,-0.01,0.85,0.17,0.0,,105,178.0,12034.0,779.0,3543.0,16534.0,0.74,0.23,0.06,0.19,-0.17,0.05,0.06,0.04,0.74,-0.01,-0.05,0.77,0.32,0.0,,102,19.0,5765.0,89.0,2563.0,8436.0,0.69,0.31,0.01,0.18,-0.43,0.01,0.02,0.01,0.69,-0.0,-0.01,0.89,0.1,0.0,,77,177.0,5645.0,1284.0,959.0,8065.0,0.72,0.14,0.18,0.12,-0.14,0.16,0.19,0.07,0.73,-0.01,-0.16,0.59,0.68,0.0,
99,VariableDeclarationUsageDistance,489.0,22702.0,2802.0,7042.0,33035.0,0.7,0.23,0.1,0.15,-0.35,0.06,0.11,0.05,0.72,-0.02,-0.09,0.77,0.47,0.0,,235,12436,202,9655,22528,0.56,0.44,0.02,0.54,0.22,0.02,0.02,0.02,0.56,0.01,0.0,0.99,0.14,0.0,,14.651951155193306,-4.4600468214476905,False,0.20407302522344298,0.08999999999999997,2859,271,5007,180775,7279,67819,260880,0.71,0.28,0.05,0.41,0.46,0.07,0.04,0.06,0.7,0.02,-0.01,0.85,0.27,0.0,,77,216.0,11972.0,841.0,3505.0,16534.0,0.74,0.23,0.06,0.2,-0.09,0.06,0.07,0.05,0.74,-0.0,-0.05,0.77,0.34,0.0,,46,12.0,5828.0,26.0,2570.0,8436.0,0.69,0.31,0.0,0.32,0.03,0.0,0.0,0.0,0.69,0.0,-0.0,0.89,0.04,0.0,,91,256.0,4989.0,1940.0,880.0,8065.0,0.65,0.14,0.27,0.12,-0.17,0.23,0.28,0.08,0.66,-0.02,-0.24,0.59,0.84,0.0,
100,ClassDataAbstractionCoupling,932.0,20158.0,5346.0,6599.0,33035.0,0.64,0.23,0.19,0.15,-0.35,0.12,0.21,0.07,0.67,-0.05,-0.17,0.77,0.7,0.01,,135,12515,123,9755,22528,0.56,0.44,0.01,0.52,0.19,0.01,0.01,0.01,0.56,0.0,0.0,0.99,0.09,0.0,,14.673330727624593,-4.438667249016404,False,0.2270697427029375,0.040000000000000036,5745,248,8640,177850,10204,64186,260880,0.71,0.28,0.07,0.46,0.64,0.12,0.05,0.1,0.69,0.04,-0.01,0.85,0.37,0.01,,92,372.0,11312.0,1501.0,3349.0,16534.0,0.71,0.23,0.11,0.2,-0.12,0.1,0.12,0.07,0.71,-0.01,-0.09,0.77,0.51,0.0,,111,4.0,5828.0,26.0,2578.0,8436.0,0.69,0.31,0.0,0.13,-0.56,0.0,0.0,0.0,0.69,-0.0,-0.0,0.89,0.03,0.0,,72,545.0,3099.0,3830.0,591.0,8065.0,0.45,0.14,0.54,0.12,-0.12,0.48,0.55,0.11,0.47,-0.04,-0.47,0.59,0.99,0.0,
101,SimplifyBooleanReturn,19.0,25393.0,111.0,7512.0,33035.0,0.77,0.23,0.0,0.15,-0.36,0.0,0.0,0.0,0.77,-0.0,-0.0,0.77,0.04,0.0,,12,12630,8,9878,22528,0.56,0.44,0.0,0.6,0.37,0.0,0.0,0.0,0.56,0.0,0.0,0.99,0.01,0.0,,13.519101868640197,-5.592896108000801,False,0.0538249944913418,0.14,119,19,243,187771,283,72583,260880,0.72,0.28,0.0,0.46,0.65,0.0,0.0,0.0,0.72,0.0,-0.0,0.85,0.02,0.0,,23,8.0,12789.0,24.0,3713.0,16534.0,0.77,0.23,0.0,0.25,0.11,0.0,0.0,0.0,0.77,0.0,-0.0,0.77,0.02,0.0,,127,0.0,5853.0,1.0,2582.0,8436.0,0.69,0.31,0.0,0.0,-1.0,0.0,0.0,0.0,0.69,-0.0,-0.0,0.89,0.0,0.0,,96,11.0,6843.0,86.0,1125.0,8065.0,0.85,0.14,0.01,0.11,-0.19,0.01,0.01,0.01,0.85,-0.0,-0.01,0.59,0.09,0.0,
102,BooleanExpressionComplexity,245.0,24074.0,1430.0,7286.0,33035.0,0.74,0.23,0.05,0.15,-0.36,0.03,0.06,0.03,0.74,-0.01,-0.05,0.77,0.29,0.0,,71,12573,65,9819,22528,0.56,0.44,0.01,0.52,0.19,0.01,0.01,0.01,0.56,0.0,0.0,0.99,0.05,0.0,,13.67303461483926,-5.438963361801736,False,0.15952947116741875,0.06000000000000005,1478,92,5144,182886,5168,67682,260880,0.72,0.28,0.04,0.5,0.79,0.07,0.03,0.07,0.7,0.02,-0.0,0.85,0.24,0.01,,45,83.0,12532.0,281.0,3638.0,16534.0,0.76,0.23,0.02,0.23,0.01,0.02,0.02,0.02,0.76,0.0,-0.02,0.77,0.15,0.0,,11,4.0,5849.0,5.0,2578.0,8436.0,0.69,0.31,0.0,0.44,0.45,0.0,0.0,0.0,0.69,0.0,-0.0,0.89,0.01,0.0,,79,156.0,5783.0,1146.0,980.0,8065.0,0.74,0.14,0.16,0.12,-0.15,0.14,0.17,0.07,0.74,-0.01,-0.14,0.59,0.64,0.0,
103,ExplicitInitialization,650.0,21715.0,3789.0,6881.0,33035.0,0.68,0.23,0.13,0.15,-0.36,0.09,0.15,0.06,0.7,-0.03,-0.12,0.77,0.57,0.0,,214,12461,177,9676,22528,0.56,0.44,0.02,0.55,0.25,0.02,0.01,0.02,0.56,0.01,0.0,0.99,0.13,0.0,,14.552921611887982,-4.559076364753015,False,0.31420758504662605,0.05000000000000005,3837,196,6227,178947,9107,66599,260880,0.71,0.28,0.06,0.41,0.45,0.09,0.05,0.08,0.69,0.02,-0.02,0.85,0.32,0.0,,117,299.0,11394.0,1419.0,3422.0,16534.0,0.71,0.23,0.1,0.17,-0.23,0.08,0.11,0.06,0.72,-0.01,-0.09,0.77,0.48,0.0,,92,26.0,5757.0,97.0,2556.0,8436.0,0.69,0.31,0.01,0.21,-0.31,0.01,0.02,0.01,0.69,-0.0,-0.01,0.89,0.11,0.0,,80,312.0,4643.0,2286.0,824.0,8065.0,0.61,0.14,0.32,0.12,-0.15,0.27,0.33,0.09,0.63,-0.02,-0.28,0.59,0.91,0.0,
104,JavaNCSS,722.0,21292.0,4212.0,6809.0,33035.0,0.67,0.23,0.15,0.15,-0.36,0.1,0.17,0.06,0.69,-0.04,-0.14,0.77,0.61,0.01,,177,12428,210,9713,22528,0.56,0.44,0.02,0.46,0.04,0.02,0.02,0.02,0.56,0.0,-0.0,0.99,0.13,0.0,,14.273909650807578,-4.838088325833418,False,0.4583635533765757,0.05000000000000005,4425,211,8840,175748,12306,63986,260880,0.71,0.28,0.08,0.42,0.5,0.12,0.07,0.1,0.69,0.03,-0.02,0.85,0.41,0.01,,99,236.0,11816.0,997.0,3485.0,16534.0,0.73,0.23,0.07,0.19,-0.15,0.06,0.08,0.05,0.73,-0.01,-0.06,0.77,0.38,0.0,,119,0.0,5851.0,3.0,2582.0,8436.0,0.69,0.31,0.0,0.0,-1.0,0.0,0.0,0.0,0.69,-0.0,-0.0,0.89,0.0,0.0,,64,477.0,3708.0,3221.0,659.0,8065.0,0.52,0.14,0.46,0.13,-0.08,0.42,0.46,0.11,0.53,-0.02,-0.4,0.59,1.0,0.0,
105,AvoidNestedBlocks,128.0,24748.0,756.0,7403.0,33035.0,0.75,0.23,0.03,0.14,-0.36,0.02,0.03,0.02,0.76,-0.01,-0.02,0.77,0.18,0.0,,31,12595,43,9859,22528,0.56,0.44,0.0,0.42,-0.05,0.0,0.0,0.0,0.56,-0.0,-0.0,0.99,0.03,0.0,,14.077045992648824,-5.034951983992171,False,0.5807526267633798,0.06000000000000005,767,47,4205,183744,4310,68621,260880,0.72,0.28,0.03,0.49,0.77,0.06,0.02,0.05,0.71,0.02,-0.0,0.85,0.21,0.01,,29,51.0,12651.0,162.0,3670.0,16534.0,0.77,0.23,0.01,0.24,0.06,0.01,0.01,0.01,0.77,0.0,-0.01,0.77,0.1,0.0,,105,2.0,5844.0,10.0,2580.0,8436.0,0.69,0.31,0.0,0.17,-0.46,0.0,0.0,0.0,0.69,-0.0,-0.0,0.89,0.02,0.0,,99,74.0,6344.0,585.0,1062.0,8065.0,0.8,0.14,0.08,0.11,-0.2,0.07,0.08,0.04,0.8,-0.01,-0.07,0.59,0.41,0.0,
106,MissingSwitchDefault,260.0,23969.0,1535.0,7271.0,33035.0,0.73,0.23,0.05,0.14,-0.36,0.03,0.06,0.03,0.74,-0.01,-0.05,0.77,0.3,0.0,,89,12577,61,9801,22528,0.56,0.44,0.01,0.59,0.35,0.01,0.0,0.01,0.56,0.0,0.0,0.99,0.06,0.0,,13.982413975013142,-5.129584001627856,False,0.20858976099712515,0.06000000000000005,1537,97,5050,182676,5378,67776,260880,0.72,0.28,0.04,0.48,0.73,0.07,0.03,0.06,0.7,0.02,-0.0,0.85,0.24,0.01,,87,115.0,12351.0,462.0,3606.0,16534.0,0.75,0.23,0.03,0.2,-0.11,0.03,0.04,0.03,0.76,-0.0,-0.03,0.77,0.22,0.0,,113,4.0,5825.0,29.0,2578.0,8436.0,0.69,0.31,0.0,0.12,-0.6,0.0,0.0,0.0,0.69,-0.0,-0.0,0.89,0.04,0.0,,94,137.0,5881.0,1048.0,999.0,8065.0,0.75,0.14,0.15,0.12,-0.18,0.12,0.15,0.06,0.75,-0.01,-0.13,0.59,0.6,0.0,
107,JavadocTagContinuationIndentation,212.0,24248.0,1256.0,7319.0,33035.0,0.74,0.23,0.04,0.14,-0.37,0.03,0.05,0.02,0.75,-0.01,-0.04,0.77,0.26,0.0,,71,12557,81,9819,22528,0.56,0.44,0.01,0.47,0.06,0.01,0.01,0.01,0.56,0.0,-0.0,0.99,0.06,0.0,,14.822489530533945,-4.289508446107051,False,0.10453554383611106,0.08999999999999997,1084,109,1427,186036,2018,71399,260880,0.72,0.28,0.01,0.41,0.48,0.02,0.01,0.02,0.72,0.0,-0.0,0.85,0.1,0.0,,51,115.0,12417.0,396.0,3606.0,16534.0,0.76,0.23,0.03,0.23,-0.0,0.03,0.03,0.03,0.76,-0.0,-0.02,0.77,0.2,0.0,,117,3.0,5801.0,53.0,2579.0,8436.0,0.69,0.31,0.01,0.05,-0.82,0.0,0.01,0.0,0.69,-0.0,-0.01,0.89,0.06,0.0,,115,90.0,6118.0,811.0,1046.0,8065.0,0.77,0.14,0.11,0.1,-0.29,0.08,0.12,0.05,0.78,-0.01,-0.1,0.59,0.51,0.0,
108,CatchParameterName,166.0,24470.0,1034.0,7365.0,33035.0,0.75,0.23,0.04,0.14,-0.39,0.02,0.04,0.02,0.75,-0.01,-0.03,0.77,0.23,0.0,,50,12574,64,9840,22528,0.56,0.44,0.01,0.44,-0.0,0.01,0.01,0.01,0.56,-0.0,-0.0,0.99,0.05,0.0,,14.02363622587445,-5.088361750766547,False,0.16560410270862422,0.06999999999999995,941,70,1845,185994,2060,70981,260880,0.72,0.28,0.01,0.47,0.69,0.03,0.01,0.02,0.71,0.01,-0.0,0.85,0.11,0.0,,79,69.0,12542.0,271.0,3652.0,16534.0,0.76,0.23,0.02,0.2,-0.1,0.02,0.02,0.02,0.76,-0.0,-0.02,0.77,0.14,0.0,,103,13.0,5791.0,63.0,2569.0,8436.0,0.69,0.31,0.01,0.17,-0.44,0.01,0.01,0.0,0.69,-0.0,-0.01,0.89,0.07,0.0,,110,82.0,6227.0,702.0,1054.0,8065.0,0.78,0.14,0.1,0.1,-0.26,0.07,0.1,0.04,0.79,-0.01,-0.09,0.59,0.46,0.0,
109,NonEmptyAtclauseDescription,409.0,22984.0,2520.0,7122.0,33035.0,0.71,0.23,0.09,0.14,-0.39,0.05,0.1,0.04,0.72,-0.02,-0.08,0.77,0.43,0.0,,155,12509,129,9735,22528,0.56,0.44,0.01,0.55,0.24,0.02,0.01,0.02,0.56,0.0,0.0,0.99,0.1,0.0,,14.552751755905604,-4.559246220735392,False,0.08240482693938697,0.06000000000000005,2567,162,3027,178662,9392,69799,260880,0.7,0.28,0.05,0.24,-0.13,0.04,0.05,0.04,0.7,-0.0,-0.03,0.85,0.28,0.0,,119,183.0,11905.0,908.0,3538.0,16534.0,0.73,0.23,0.07,0.17,-0.25,0.05,0.07,0.04,0.74,-0.01,-0.06,0.77,0.35,0.0,,43,53.0,5741.0,113.0,2529.0,8436.0,0.69,0.31,0.02,0.32,0.04,0.02,0.02,0.02,0.69,0.0,-0.01,0.89,0.14,0.0,,112,169.0,5426.0,1503.0,967.0,8065.0,0.69,0.14,0.21,0.1,-0.28,0.15,0.22,0.06,0.71,-0.02,-0.19,0.59,0.74,0.0,
110,MethodParamPad,96.0,24905.0,599.0,7435.0,33035.0,0.76,0.23,0.02,0.14,-0.39,0.01,0.02,0.01,0.76,-0.0,-0.02,0.77,0.15,0.0,,47,12587,51,9843,22528,0.56,0.44,0.0,0.48,0.09,0.0,0.0,0.0,0.56,0.0,-0.0,0.99,0.04,0.0,,14.143667438690406,-4.968330537950591,False,0.0607111750515648,0.14,517,82,2951,185365,2689,69875,260880,0.72,0.28,0.02,0.52,0.87,0.04,0.01,0.04,0.71,0.01,0.0,0.85,0.15,0.0,,120,41.0,12610.0,203.0,3680.0,16534.0,0.77,0.23,0.01,0.17,-0.25,0.01,0.02,0.01,0.77,-0.0,-0.01,0.77,0.11,0.0,,33,13.0,5828.0,26.0,2569.0,8436.0,0.69,0.31,0.0,0.33,0.09,0.01,0.0,0.0,0.69,0.0,-0.0,0.89,0.04,0.0,,113,42.0,6559.0,370.0,1094.0,8065.0,0.82,0.14,0.05,0.1,-0.28,0.04,0.05,0.03,0.82,-0.0,-0.05,0.59,0.29,0.0,
111,ParameterAssignment,509.0,22332.0,3172.0,7022.0,33035.0,0.69,0.23,0.11,0.14,-0.39,0.07,0.12,0.05,0.71,-0.03,-0.1,0.77,0.5,0.0,,152,12463,175,9738,22528,0.56,0.44,0.01,0.46,0.06,0.02,0.01,0.02,0.56,0.0,-0.0,0.99,0.11,0.0,,14.250469144629841,-4.861528832011156,False,0.1252665559709452,0.05000000000000005,3155,183,7680,181328,6726,65146,260880,0.72,0.28,0.06,0.53,0.91,0.11,0.04,0.1,0.7,0.04,0.01,0.85,0.31,0.01,,103,216.0,11888.0,925.0,3505.0,16534.0,0.73,0.23,0.07,0.19,-0.16,0.06,0.07,0.05,0.74,-0.01,-0.06,0.77,0.36,0.0,,95,12.0,5808.0,46.0,2570.0,8436.0,0.69,0.31,0.01,0.21,-0.32,0.0,0.01,0.0,0.69,-0.0,-0.01,0.89,0.06,0.0,,101,272.0,4719.0,2210.0,864.0,8065.0,0.62,0.14,0.31,0.11,-0.22,0.24,0.32,0.08,0.64,-0.03,-0.28,0.59,0.89,0.0,
112,SimplifyBooleanExpression,52.0,25176.0,328.0,7479.0,33035.0,0.76,0.23,0.01,0.14,-0.4,0.01,0.01,0.01,0.77,-0.0,-0.01,0.77,0.09,0.0,,31,12617,21,9859,22528,0.56,0.44,0.0,0.6,0.36,0.0,0.0,0.0,0.56,0.0,0.0,0.99,0.02,0.0,,13.990636037706391,-5.121361938934606,False,0.2492191093450923,0.11,342,41,913,187270,784,71913,260880,0.72,0.28,0.01,0.54,0.93,0.01,0.0,0.01,0.72,0.0,0.0,0.85,0.06,0.0,,54,30.0,12708.0,105.0,3691.0,16534.0,0.77,0.23,0.01,0.22,-0.01,0.01,0.01,0.01,0.77,-0.0,-0.01,0.77,0.07,0.0,,147,0.0,5848.0,6.0,2582.0,8436.0,0.69,0.31,0.0,0.0,-1.0,0.0,0.0,0.0,0.69,-0.0,-0.0,0.89,0.01,0.0,,127,22.0,6712.0,217.0,1114.0,8065.0,0.83,0.14,0.03,0.09,-0.35,0.02,0.03,0.02,0.84,-0.0,-0.03,0.59,0.19,0.0,
113,ArrayTrailingComma,79.0,25001.0,503.0,7452.0,33035.0,0.76,0.23,0.02,0.14,-0.4,0.01,0.02,0.01,0.76,-0.0,-0.02,0.77,0.13,0.0,,72,12602,36,9818,22528,0.56,0.44,0.0,0.67,0.52,0.01,0.0,0.01,0.56,0.0,0.0,0.99,0.04,0.0,,13.33026608852139,-5.781731888119607,False,0.0782830459422313,0.15000000000000002,569,98,2836,184807,3247,69990,260880,0.72,0.28,0.02,0.47,0.67,0.04,0.02,0.04,0.71,0.01,-0.0,0.85,0.16,0.0,,131,23.0,12664.0,149.0,3698.0,16534.0,0.77,0.23,0.01,0.13,-0.41,0.01,0.01,0.01,0.77,-0.0,-0.01,0.77,0.08,0.0,,26,6.0,5843.0,11.0,2576.0,8436.0,0.69,0.31,0.0,0.35,0.15,0.0,0.0,0.0,0.69,0.0,-0.0,0.89,0.02,0.0,,66,50.0,6586.0,343.0,1086.0,8065.0,0.82,0.14,0.05,0.13,-0.1,0.04,0.05,0.03,0.82,-0.0,-0.04,0.59,0.28,0.0,
